receiver,method,scope,budget,probability_variant,macro_f1,accuracy,balanced_accuracy,ece,adaptive_ece,nll,brier,mean_confidence,mean_correctness,confidence_accuracy_gap,entropy
13-7,T3A,primary,128,raw,0.8167875218292254,0.8169948630136986,0.8168683937962931,0.0644467678928926,0.0626309701279826,0.5659489135129435,0.2549025990030598,0.7770801127760685,0.8169948630136986,-0.0399147502376302,0.6930992534896403
13-7,T3A,primary,128,source_temperature,0.8167875218292254,0.8169948630136986,0.8168683937962931,0.0446618444621834,0.0497484431898884,0.5707934885245655,0.2568831263660813,0.8579192881828673,0.8169948630136986,0.0409244251691686,0.4231886670469826
14-7,DG_CORAL,primary,128,raw,0.87677219219139,0.8775684931506849,0.8778957451074912,0.0450681003958803,0.044481380990617,0.3705198481304496,0.1850714605916162,0.920990415971267,0.8775684931506849,0.0434219228205819,0.2223171014009043
14-7,DG_DANN,primary,128,raw,0.8619003516416104,0.8631849315068493,0.8634432401032189,0.0533478267758778,0.0524473716938638,0.4402115678640051,0.2074296851164304,0.9154521837052314,0.8631849315068493,0.0522672521983822,0.2386029349811479
14-7,DG_GROUPDRO,primary,128,raw,0.8228490678591905,0.8297517123287671,0.830144646130359,0.0489392984926394,0.0501148004888569,0.5141555689329352,0.2489278249200523,0.8784008246310668,0.8297517123287671,0.0486491123022996,0.3460965749633893
14-7,EMB_STD,primary,128,raw,0.9118177224064892,0.9121147260273972,0.912228755006724,0.0345947404481368,0.0340568086362048,0.2754834799856022,0.1354263445911589,0.9456047746110452,0.9121147260273972,0.0334900485836479,0.1509065761425137
14-7,EMB_STD,primary,128,source_temperature,0.9118177224064892,0.9121147260273972,0.912228755006724,0.0503707239347922,0.0497327529384949,0.279276483064116,0.1347663561260844,0.8623819730889023,0.9121147260273972,-0.0497327529384949,0.4491991938631083
14-7,P0,primary,128,raw,0.8727866437035736,0.8744434931506848,0.8747412529998432,0.0588264630501452,0.0581111450137391,0.4001091464633288,0.191574091287449,0.9324055397021904,0.8744434931506848,0.0579620465515053,0.1860362482837614
14-7,P0,primary,128,source_temperature,0.8727866437035736,0.8744434931506848,0.8747412529998432,0.0320823991278144,0.030551360802649,0.3627173825871663,0.1831781136683258,0.8519022804724614,0.8744434931506848,-0.0225412126782236,0.4667379124377683
14-7,P0_WIDE,primary,128,raw,0.864816066292304,0.8664383561643836,0.8667891616787978,0.0814400471868121,0.0801779042285139,0.5515572102873099,0.2184043529794927,0.9466088931261216,0.8664383561643836,0.0801705369617381,0.1454529699924846
14-7,P1,primary,128,raw,0.8509877759143489,0.8529965753424659,0.8532998338200881,0.0936554414271185,0.0931239712536845,0.5915340824979216,0.2387138469819986,0.9461190426811472,0.8529965753424659,0.0931224673386816,0.1426444637238855
14-7,P2,primary,128,raw,0.8543747519225044,0.8561643835616438,0.8564020945344073,0.0856389899202303,0.0851618675731939,0.537893683738731,0.2315366126448688,0.9413106907248394,0.8561643835616438,0.0851463071631956,0.1599579551385712
14-7,P2,primary,128,source_temperature,0.8543747519225044,0.8561643835616438,0.8564020945344073,0.0425817413276987,0.0405216667610457,0.4251018704049809,0.2155855425294793,0.8556226808619906,0.8561643835616438,-0.0005417026996533,0.4529029703110476
14-7,P2_MISMATCHED_RX,primary,128,raw,0.834553478407295,0.8381849315068493,0.8384540750808978,0.1007578122633675,0.1001367574902123,0.6275903929312403,0.260982561550137,0.938315067553816,0.8381849315068493,0.1001301360469669,0.167261080658367
14-7,P2_NULL,primary,128,raw,0.8356617635117238,0.8392551369863014,0.8395378335134666,0.0793187046908352,0.0784850869276752,0.5436643373140461,0.2484079767969281,0.9170159665280826,0.8392551369863014,0.0777608295417812,0.2319797431720538
14-7,P2_SHUFFLED,primary,128,raw,0.8396320005288482,0.8426797945205479,0.8429565464018867,0.0979307146577087,0.0977664674938439,0.6169956009183283,0.2554056307240094,0.9404398686966976,0.8426797945205479,0.0977600741761494,0.1622753377816201
14-7,RX_NORM,primary,128,raw,0.8901586458801869,0.8911815068493152,0.8914274729001699,0.0435418531171058,0.040537933617422,0.356006221104936,0.1698578327434469,0.929062334134256,0.8911815068493152,0.0378808272849411,0.1986853977729131
14-7,SAR_GN,primary,128,raw,0.8727866437035736,0.8744434931506848,0.8747412529998432,0.0588264630501452,0.0581111450137391,0.4001091464633288,0.191574091287449,0.9324055397021904,0.8744434931506848,0.0579620465515053,0.1860362482837614
14-7,SAR_GN,primary,128,source_temperature,0.8727866437035736,0.8744434931506848,0.8747412529998432,0.0321033679470733,0.0305489225913849,0.3627177814098317,0.1831777740267058,0.8518911491206479,0.8744434931506848,-0.022552344030037,0.466776776084584
14-7,SOURCE_NORM,primary,128,raw,0.8918333260789373,0.8928510273972602,0.8931149489239928,0.0418531757230832,0.0400888905184318,0.3529994504302324,0.1670781811805008,0.9301821627819986,0.8928510273972602,0.0373311353847384,0.1958914554897504
14-7,SUP_FT_FULL_128,primary,128,raw,0.9655637352500342,0.9655821917808218,0.9655467637002784,0.007354844264584,0.0059006805263765,0.1068577493887294,0.0526146344635354,0.963492256966866,0.9655821917808218,-0.0020899348139558,0.1154888135370174
14-7,SUP_FT_HEAD_128,primary,128,raw,0.9147950003761484,0.9153681506849316,0.9154907278066016,0.0285636851040977,0.0281640089856945,0.2478422417837043,0.1270867467579665,0.942271790251595,0.9153681506849316,0.0269036395666635,0.1638811055984647
14-7,T3A,primary,128,raw,0.918107561350338,0.9184503424657536,0.9185622335101052,0.1159493529359006,0.1154997699351802,0.318667174453605,0.1422281648034228,0.8029505725305732,0.9184503424657536,-0.1154997699351802,0.6384931259740977
14-7,T3A,primary,128,source_temperature,0.918107561350338,0.9184503424657536,0.9185622335101052,0.0428020095110413,0.0409235151116612,0.250552666102824,0.1234790217002032,0.8794690178505296,0.9184503424657536,-0.038981324615224,0.3819191518816293
18-19,DG_CORAL,primary,128,raw,0.8173075135112098,0.8177654109589041,0.8176454676002047,0.0797139183739327,0.0794045968765826,0.6726569693106927,0.2701062254058329,0.8969198941616725,0.8177654109589041,0.0791544832027683,0.2804322966541575
18-19,DG_DANN,primary,128,raw,0.809490082497045,0.8110873287671232,0.8109928605290693,0.0752318466043941,0.0752237008055289,0.6907597860870398,0.2784283865645226,0.8860941514691772,0.8110873287671232,0.0750068227020539,0.3160596578551307
18-19,DG_GROUPDRO,primary,128,raw,0.7945409407305923,0.7971318493150685,0.7969276642059239,0.0587970571994322,0.0588396332615807,0.6778282316418484,0.2951484460276001,0.855230838155425,0.7971318493150685,0.0580989888403564,0.4111720134264815
18-19,EMB_STD,primary,128,raw,0.8278055306671934,0.828638698630137,0.8284337513656841,0.0851421870061591,0.0844700930971805,0.6951042588151448,0.2608543300605867,0.9130899312816664,0.828638698630137,0.0844512326515292,0.2386709135356098
18-19,EMB_STD,primary,128,source_temperature,0.8278055306671934,0.828638698630137,0.8284337513656841,0.0270498306183627,0.0264065801201043,0.553357438044573,0.2431791550653216,0.8452571986672943,0.828638698630137,0.0166185000371574,0.4616529029992696
18-19,P0,primary,128,raw,0.8115847201331163,0.8130993150684931,0.8129700764216917,0.0764143053927037,0.0763545495789651,0.6873162284441036,0.2772929076908415,0.8893537170764008,0.8130993150684931,0.0762544020079076,0.3020935834653869
18-19,P0,primary,128,source_temperature,0.8115847201331163,0.8130993150684931,0.8129700764216917,0.0274443263301893,0.0267180323476909,0.5880182985195682,0.2638950296339964,0.8289780689567257,0.8130993150684931,0.0158787538882325,0.4975826834825219
18-19,P0_WIDE,primary,128,raw,0.8135378601194161,0.8150684931506849,0.8148518151537019,0.0876888220951165,0.0868255013982727,0.7174484555985601,0.2791573498440847,0.9018763710527796,0.8150684931506849,0.0868078779020946,0.265316552904458
18-19,P1,primary,128,raw,0.8175838963399901,0.8181078767123287,0.8179636815164164,0.0899209865655954,0.0875963941248363,0.7248323432152001,0.2774352535219648,0.9055745354464456,0.8181078767123287,0.0874666587341168,0.2543384853541405
18-19,P2,primary,128,raw,0.8233277419890814,0.8242294520547946,0.8240487706523133,0.0909281449960161,0.0900060612217153,0.7449187548564028,0.2691648728553064,0.9141560482824452,0.8242294520547946,0.0899265962276505,0.2288942983582183
18-19,P2,primary,128,source_temperature,0.8233277419890814,0.8242294520547946,0.8240487706523133,0.0278162506935987,0.0259481774562446,0.5498353965762355,0.2462655810808294,0.8269288247335569,0.8242294520547946,0.0026993726787622,0.510219328108073
18-19,P2_MISMATCHED_RX,primary,128,raw,0.8062293609093338,0.8083476027397261,0.8081840403009055,0.0984905649920644,0.0964296544965816,0.809257370777134,0.2913156055937653,0.9046013745606865,0.8083476027397261,0.0962537718209603,0.2540146916444049
18-19,P2_NULL,primary,128,raw,0.8081751761512054,0.810359589041096,0.8100329101895696,0.0774971405203671,0.074397336567229,0.7301277970667633,0.2809502508195581,0.8782049549035473,0.810359589041096,0.0678453658624514,0.329496351664166
18-19,P2_SHUFFLED,primary,128,raw,0.8111893221678905,0.8127568493150685,0.8125854588937378,0.0982184560924818,0.0968737315864952,0.7998047827787083,0.2872135673883066,0.9095835895437032,0.8127568493150685,0.0968267402286347,0.2403531978963333
18-19,RX_NORM,primary,128,raw,0.8161214507780084,0.8174657534246575,0.8173013943040054,0.0838184948672527,0.0837275992358128,0.7031113696760963,0.2762810390296257,0.9010746223769112,0.8174657534246575,0.0836088689522536,0.275169965192312
18-19,SAR_GN,primary,128,raw,0.8115799537186366,0.8130993150684931,0.8129701317052522,0.0764240803873192,0.0763602409677656,0.6872631583167431,0.2772645719509417,0.8893594186561667,0.8130993150684931,0.0762601035876735,0.3020779622980342
18-19,SAR_GN,primary,128,source_temperature,0.8115799537186366,0.8130993150684931,0.8129701317052522,0.0274627944401516,0.0267260624676607,0.5879768480489704,0.2638694700828798,0.8289925699851668,0.8130993150684931,0.0158932549166737,0.4975421644055854
18-19,SOURCE_NORM,primary,128,raw,0.8210168139921967,0.8217465753424659,0.8216319269203254,0.07743869279894,0.0770548384859902,0.6780268395919864,0.2666372350610381,0.8986114352807556,0.8217465753424659,0.0768648599382898,0.2787444464367822
18-19,SUP_FT_FULL_128,primary,128,raw,0.8469107448846265,0.8464469178082192,0.8464447804981837,0.0575616132595563,0.0573972616382963,0.5761830827610968,0.2302937517202208,0.9037675710713924,0.8464469178082192,0.0573206532631733,0.2718333036066568
18-19,SUP_FT_HEAD_128,primary,128,raw,0.8209646219984732,0.8211900684931507,0.8212132514748479,0.0679867353315835,0.0681259908522032,0.6293041343759918,0.2592790529945137,0.8891180345941692,0.8211900684931507,0.0679279661010185,0.3066921482681347
18-19,T3A,primary,128,raw,0.830927968232362,0.8318493150684931,0.831610334771389,0.1030976825891292,0.1036822591984823,0.5981571389749766,0.2582758516798223,0.736633121060233,0.8318493150684931,-0.0952161940082601,0.8095575386831474
18-19,T3A,primary,128,source_temperature,0.830927968232362,0.8318493150684931,0.831610334771389,0.0355044279518564,0.0406915603019824,0.5842230272254456,0.2443257348123793,0.8560979728251248,0.8318493150684931,0.0242486577566315,0.4358077089677477
18-2,DG_CORAL,primary,128,raw,0.7732941375536176,0.7986301369863014,0.7978622219268587,0.092804365131162,0.0920675588025367,0.7260439127656838,0.302472906904301,0.8906745275705799,0.7986301369863014,0.0920443905842783,0.3080619214874961
18-2,DG_DANN,primary,128,raw,0.7598764311145542,0.7849315068493151,0.7843391479914305,0.1023772096439991,0.1018480071109043,0.7974587969413708,0.3260355375348466,0.8867076976301327,0.7849315068493151,0.1017761907808176,0.3194942679798407
18-2,DG_GROUPDRO,primary,128,raw,0.7082145616562039,0.7425085616438356,0.7415501267625759,0.0931438330088882,0.0929468883341816,0.9169290245141732,0.3804016853400526,0.8351246469654143,0.7425085616438356,0.0926160853215786,0.4665317616072085
18-2,EMB_STD,primary,128,raw,0.7865834909867899,0.8009845890410959,0.8002944181353907,0.1027356492125824,0.1023706643599761,0.7466613352359809,0.3019636652980367,0.9033485925820184,0.8009845890410959,0.1023640035409225,0.2622525271660189
18-2,EMB_STD,primary,128,source_temperature,0.7865834909867899,0.8009845890410959,0.8002944181353907,0.0314357413494305,0.0313191751492176,0.5986546441094063,0.2789960399751727,0.8059980123532741,0.8009845890410959,0.0050134233121782,0.5766242758877411
18-2,P0,primary,128,raw,0.7609195482524989,0.7891695205479452,0.7883693540273382,0.1005691598386388,0.1003708834951258,0.7780815905667637,0.3163117963956895,0.8894866057276113,0.7891695205479452,0.1003170851796661,0.3085775569697784
18-2,P0,primary,128,source_temperature,0.7609195482524989,0.7891695205479452,0.7883693540273382,0.0401248044539239,0.0403343667276573,0.6508781810244795,0.2956528124009878,0.7901247978141648,0.7891695205479452,0.0009552772662196,0.6357040239817187
18-2,P0_WIDE,primary,128,raw,0.7877807020265142,0.8099743150684932,0.8092836855612402,0.0936197481481741,0.0927470405031097,0.7368079263542823,0.2932713895904758,0.9027213555716028,0.8099743150684932,0.0927470405031097,0.2747492157694441
18-2,P1,primary,128,raw,0.7798355728503614,0.8056078767123287,0.804732587584947,0.1009864176151482,0.1007858948526929,0.7857005966367758,0.2988571537498129,0.906392466958153,0.8056078767123287,0.1007845902458241,0.2597129431809125
18-2,P2,primary,128,raw,0.8020539535170437,0.8214041095890412,0.8207002967349613,0.0965354966554688,0.0956579589189272,0.6894734689874087,0.2772869068205273,0.9170427685035776,0.8214041095890412,0.0956386589145364,0.2292925615601174
18-2,P2,primary,128,source_temperature,0.8020539535170437,0.8214041095890412,0.8207002967349613,0.0277134267322103,0.0270740971094748,0.5445165087797911,0.2568945066670141,0.7980932071574998,0.8214041095890412,-0.0233109024315413,0.6184722663252529
18-2,P2_MISMATCHED_RX,primary,128,raw,0.7737428820454418,0.8035958904109588,0.8028033334308546,0.1158101593578004,0.1155811160739052,0.8668959477599862,0.3127327494459035,0.9191762957709192,0.8035958904109588,0.1155804053599601,0.224121920345934
18-2,P2_NULL,primary,128,raw,0.761767392193876,0.7887842465753424,0.7880356194990645,0.1027080534440656,0.1021265688026961,0.7596651036446433,0.3183822061161501,0.8908941887338224,0.7887842465753424,0.10210994215848,0.3079769796931299
18-2,P2_SHUFFLED,primary,128,raw,0.7662991007869463,0.8002996575342465,0.7995070135863825,0.1217264335749237,0.1213562456961108,0.8940631480220237,0.3168717758528031,0.9216432999660044,0.8002996575342465,0.1213436424317578,0.2184257566681426
18-2,RX_NORM,primary,128,raw,0.7634005291490313,0.7888698630136985,0.7881236756757469,0.0996210428082371,0.0994972388579012,0.7417646080599392,0.3127130452533749,0.8883372415163338,0.7888698630136985,0.0994673785026351,0.3113151055654431
18-2,SAR_GN,primary,128,raw,0.7609195482524989,0.7891695205479452,0.7883693540273382,0.1005691598386388,0.1003708834951258,0.7780815905667637,0.3163117963956895,0.8894866057276113,0.7891695205479452,0.1003170851796661,0.3085775569697784
18-2,SAR_GN,primary,128,source_temperature,0.7609195482524989,0.7891695205479452,0.7883693540273382,0.0401404843900536,0.040355806675576,0.6508869023506498,0.2956540213089965,0.7900554922451084,0.7891695205479452,0.0008859716971631,0.6359252582364446
18-2,SOURCE_NORM,primary,128,raw,0.7638907467270039,0.7890839041095891,0.7883338470274539,0.0992908497392009,0.0993367210043313,0.739889358939432,0.3117870184902719,0.8883114780171788,0.7890839041095891,0.0992275739075896,0.3107172300751801
18-2,SUP_FT_FULL_128,primary,128,raw,0.9120349365054872,0.9118150684931507,0.91180602231714,0.0160442583409635,0.0164511481778415,0.2849386935731181,0.1291348053028077,0.9226758708992386,0.9118150684931507,0.0108608024060879,0.2256650296805679
18-2,SUP_FT_HEAD_128,primary,128,raw,0.8045628430442321,0.8123287671232877,0.8119233995126797,0.0634896192795354,0.0633332730149722,0.5962834302899926,0.2742416894790134,0.8753477522408053,0.8123287671232877,0.0630189851175176,0.3473252878736274
18-2,T3A,primary,128,raw,0.7889291429322502,0.8113441780821917,0.8105446836006921,0.100226511129446,0.1000517460166744,0.6104266642322178,0.2825315698871261,0.7188788392804308,0.8113441780821917,-0.0924653388017609,0.8451445693605326
18-2,T3A,primary,128,source_temperature,0.7889291429322502,0.8113441780821917,0.8105446836006921,0.0512024730975666,0.0512005340313093,0.5755789037203483,0.2689334913863065,0.8302509473082328,0.8113441780821917,0.0189067692260409,0.5066383272923323
19-1,DG_CORAL,primary,128,raw,0.7598060127268715,0.7667380136986301,0.7666628511844231,0.1209946141112595,0.1205992679590078,0.7626571990454079,0.3561098586876067,0.887247546359718,0.7667380136986301,0.1205095326610879,0.3064917293937709
19-1,DG_DANN,primary,128,raw,0.772958981773811,0.7821489726027397,0.781933026831578,0.1033905878663062,0.1021852313464329,0.6987493959566828,0.3272927303042692,0.8843053891297992,0.7821489726027397,0.1021564165270594,0.3149337712820531
19-1,DG_GROUPDRO,primary,128,raw,0.6951789381538854,0.7032534246575343,0.7029666911663834,0.1243709690932643,0.1243615603074431,0.8484569627691732,0.4252075239871923,0.827386676604311,0.7032534246575343,0.1241332519467766,0.4747310612102537
19-1,EMB_STD,primary,128,raw,0.7857803696656266,0.7852311643835617,0.7851366746327906,0.121343355890593,0.120870281419755,0.6988266946767945,0.3290678235465824,0.9060796385611828,0.7852311643835617,0.1208484741776212,0.2486685583055799
19-1,EMB_STD,primary,128,source_temperature,0.7857803696656266,0.7852311643835617,0.7851366746327906,0.0466682365302384,0.0480335015464587,0.5601339131132774,0.2979600816215956,0.8286735333955149,0.7852311643835617,0.0434423690119531,0.4970535825018477
19-1,P0,primary,128,raw,0.7672885397839959,0.7700770547945206,0.7698959363737214,0.1266059311336442,0.1264580970553503,0.7492744056132724,0.3527418617280607,0.8964945638016479,0.7700770547945206,0.1264175090071273,0.2773438735611045
19-1,P0,primary,128,source_temperature,0.7672885397839959,0.7700770547945206,0.7698959363737214,0.0656670711371016,0.0657379338408662,0.6178215756084875,0.3246579509364137,0.8326333166253029,0.7700770547945206,0.0625562618307822,0.4818034291104669
19-1,P0_WIDE,primary,128,raw,0.7724244657660613,0.7734589041095891,0.7734602536138532,0.136894625683685,0.1363050391865664,0.7937504818174039,0.3537306664771687,0.9097551907317024,0.7734589041095891,0.1362962866221133,0.2409592809164256
19-1,P1,primary,128,raw,0.7612624203011273,0.7625856164383562,0.7624195288886684,0.1566773907147501,0.1564553952208171,0.9632948289160334,0.3842986181672688,0.9190048862280552,0.7625856164383562,0.1564192697896992,0.2145998774773159
19-1,P2,primary,128,raw,0.7587155728167864,0.7545376712328766,0.754399265359167,0.1678475273116045,0.1672676548253336,1.0550289806344428,0.4013795454403753,0.921801681662846,0.7545376712328766,0.1672640104299692,0.202735020891316
19-1,P2,primary,128,source_temperature,0.7587155728167864,0.7545376712328766,0.754399265359167,0.0845489629084712,0.0842755663962887,0.6929634337879623,0.3556635375388156,0.836291452467101,0.7545376712328766,0.0817537812342244,0.4659300622425839
19-1,P2_MISMATCHED_RX,primary,128,raw,0.7455680878111687,0.7424657534246575,0.7423028207631416,0.1831157220450982,0.1820151630712494,1.1808141828796217,0.4306811246845506,0.924431476392464,0.7424657534246575,0.1819657229678067,0.1975124915384742
19-1,P2_NULL,primary,128,raw,0.7472977267416929,0.7419520547945205,0.7418427257670428,0.1613670623319045,0.1602379957207619,1.012325345161755,0.4150228788619287,0.9021456236574696,0.7419520547945205,0.1601935688629491,0.2576834213581779
19-1,P2_SHUFFLED,primary,128,raw,0.735701082877302,0.734375,0.7342643337325659,0.188548801647984,0.1878483845890589,1.232926031950596,0.4435501490843617,0.9222175476715376,0.734375,0.1878425476715377,0.2028144194942527
19-1,RX_NORM,primary,128,raw,0.7625104038686533,0.7693493150684931,0.7692681792763054,0.1136666320175034,0.1136757828205926,0.7234360865436995,0.3435589129073637,0.8829716725466288,0.7693493150684931,0.1136223574781356,0.3159418526965103
19-1,SAR_GN,primary,128,raw,0.7671185771851562,0.7699486301369862,0.7697666276896168,0.1267511119389881,0.1266040388558519,0.7493083683166992,0.3527334220445685,0.8965122158205366,0.7699486301369862,0.1265635856835503,0.2772802377077161
19-1,SAR_GN,primary,128,source_temperature,0.7671185771851562,0.7699486301369862,0.7697666276896168,0.0661126907793529,0.0659165206401258,0.6178155675405895,0.3246392780457308,0.8326658582131801,0.7699486301369862,0.0627172280761937,0.48171082596924
19-1,SOURCE_NORM,primary,128,raw,0.7640385401353115,0.7711900684931507,0.7711129241070628,0.1135514785605801,0.1135175747956366,0.7207763782501658,0.3425675514006353,0.8843533641805438,0.7711900684931507,0.1131632956873931,0.3120228322992543
19-1,SUP_FT_FULL_128,primary,128,raw,0.9302422874352958,0.9306078767123288,0.9306565070808184,0.0132005000014929,0.0116157648842526,0.2067507580085865,0.1031472267412307,0.9344394526674016,0.9306078767123288,0.0038315759550728,0.1905622864534999
19-1,SUP_FT_HEAD_128,primary,128,raw,0.7882301439088961,0.7893835616438356,0.7893567102676315,0.1065553268979061,0.1055943284311319,0.6292775628953088,0.3144508218239145,0.8948818306323805,0.7893835616438356,0.1054982689885448,0.2793269805801112
19-1,T3A,primary,128,raw,0.800855227097317,0.8027397260273972,0.8025539345539267,0.0828974167586699,0.0827618702008605,0.5337211109208104,0.2771866001042372,0.7214434272992387,0.8027397260273972,-0.0812962987281586,0.7786289984631967
19-1,T3A,primary,128,source_temperature,0.800855227097317,0.8027397260273972,0.8025539345539267,0.0411385867392328,0.0416911579471308,0.4812862517688099,0.2684144464073884,0.8158141177363539,0.8027397260273972,0.0130743917089567,0.4919864374271618
19-19,DG_CORAL,primary,128,raw,0.8359019343548109,0.8542808219178083,0.8543714555431852,0.0668621939842984,0.0674177423406596,0.5217283668412385,0.2253122797662588,0.9199469736196764,0.8542808219178083,0.0656661517018681,0.227922786453198
19-19,DG_DANN,primary,128,raw,0.8412968606895518,0.8544520547945205,0.8545433131678382,0.0621225949128043,0.0621610254668056,0.5216477015101301,0.2248537774550277,0.9156088895846974,0.8544520547945205,0.0611568347901769,0.2423634194694719
19-19,DG_GROUPDRO,primary,128,raw,0.8066546556249656,0.8181078767123287,0.818257751232711,0.0721750657106048,0.0705107993427153,0.5584412070395418,0.2725869946126718,0.8880916812769712,0.8181078767123287,0.0699838045646423,0.3104117329012349
19-19,EMB_STD,primary,128,raw,0.8844908208069242,0.8873287671232877,0.8872907826244347,0.0476613965383029,0.0473142422161588,0.3729404255093209,0.1744848757180093,0.9337542647942392,0.8873287671232877,0.0464254976709513,0.1862535655660877
19-19,EMB_STD,primary,128,source_temperature,0.8844908208069242,0.8873287671232877,0.8872907826244347,0.0314126370948879,0.0313096645338576,0.3382234659208373,0.1680347207801932,0.8587559794076917,0.8873287671232877,-0.0285727877155959,0.4440091627085509
19-19,P0,primary,128,raw,0.8589113654266376,0.8693493150684931,0.869384234058777,0.058767470936865,0.0580074269962433,0.4551902062508911,0.2019903496926463,0.9268201087154958,0.8693493150684931,0.0574707936470026,0.2044813901687541
19-19,P0,primary,128,source_temperature,0.8589113654266376,0.8693493150684931,0.869384234058777,0.0187193061507903,0.016752376664735,0.3882201849131771,0.1917099139192341,0.8633877791348897,0.8693493150684931,-0.0059615359336035,0.4217438708377076
19-19,P0_WIDE,primary,128,raw,0.8504300847794923,0.8655821917808219,0.8656104895290451,0.0783675203444308,0.0780400471442876,0.5588953378320223,0.2138606865132644,0.9435541369799167,0.8655821917808219,0.0779719451990948,0.1503386318568048
19-19,P1,primary,128,raw,0.8302965630893329,0.8507277397260274,0.8508043853289055,0.0883235316302576,0.0877183148624656,0.6056043181786877,0.2376707717057853,0.9383332161679354,0.8507277397260274,0.0876054764419079,0.1675330622116661
19-19,P2,primary,128,raw,0.8204719955336763,0.8409674657534246,0.8410354032369293,0.106195830600974,0.1056030454101321,0.66654117319044,0.2595726168272926,0.9465445155111996,0.8409674657534246,0.1055770497577749,0.1421155186110629
19-19,P2,primary,128,source_temperature,0.8204719955336763,0.8409674657534246,0.8410354032369293,0.0486315118413508,0.0479707508630317,0.459009278821966,0.2279008334683932,0.8740300262065286,0.8409674657534246,0.0330625604531039,0.3863278006613647
19-19,P2_MISMATCHED_RX,primary,128,raw,0.8093031055540107,0.8326626712328767,0.832759027850176,0.111374264468171,0.1106918914575283,0.7167349487470511,0.2719395700364307,0.9433254301905224,0.8326626712328767,0.1106627589576456,0.1502207286509317
19-19,P2_NULL,primary,128,raw,0.8162782340026329,0.8354880136986301,0.835640238327738,0.0868485663309438,0.0855543017967872,0.5735001845130608,0.2504094825351537,0.9208253035468548,0.8354880136986301,0.0853372898482245,0.2115793293512682
19-19,P2_SHUFFLED,primary,128,raw,0.8121109353879179,0.8357876712328768,0.8359239592150944,0.1102764787139651,0.1099849561191074,0.6875161223232797,0.2664649428597839,0.9457530484968568,0.8357876712328768,0.1099653772639799,0.145660551561794
19-19,RX_NORM,primary,128,raw,0.8590349547265468,0.872859589041096,0.8729502586675638,0.0611235019572283,0.0597450153991478,0.4827398135152162,0.1994258939321793,0.9320816523574088,0.872859589041096,0.0592220633163129,0.191963137180593
19-19,SAR_GN,primary,128,raw,0.8589113654266376,0.8693493150684931,0.869384234058777,0.058767470936865,0.0580074269962433,0.4551902062508911,0.2019903496926463,0.9268201087154958,0.8693493150684931,0.0574707936470026,0.2044813901687541
19-19,SAR_GN,primary,128,source_temperature,0.8589113654266376,0.8693493150684931,0.869384234058777,0.0187192417816603,0.0167523899400333,0.3882201412730225,0.191709913608487,0.8633879805382977,0.8693493150684931,-0.0059613345301955,0.4217431642907271
19-19,SOURCE_NORM,primary,128,raw,0.862723157605032,0.8764126712328768,0.8765222831336033,0.0588016547479552,0.0574772453484163,0.4772453102879233,0.196223539877116,0.9329836714566264,0.8764126712328768,0.0565710002237497,0.1896760421984911
19-19,SUP_FT_FULL_128,primary,128,raw,0.95247222096701,0.9529965753424658,0.9531046739568014,0.0175598574496091,0.0148806624318638,0.1449121756846291,0.072299605118113,0.9573464724528667,0.9529965753424658,0.0043498971104009,0.1302917966965841
19-19,SUP_FT_HEAD_128,primary,128,raw,0.9021107951399888,0.904708904109589,0.9047760696307464,0.0337288987440095,0.0326078017497409,0.3002278736674527,0.1463239469562024,0.9312276733005802,0.904708904109589,0.0265187691909911,0.1993914891593301
19-19,T3A,primary,128,raw,0.9104786628248664,0.9127140410958904,0.9127652368116708,0.1257410866023385,0.1256743932149232,0.3491777609873536,0.1615647247841449,0.7870396478809671,0.9127140410958904,-0.1256743932149232,0.660124664941016
19-19,T3A,primary,128,source_temperature,0.9104786628248664,0.9127140410958904,0.9127652368116708,0.0365762853305593,0.0364958434294643,0.265518575011712,0.1346648459145617,0.8768897038316217,0.9127140410958904,-0.0358243372642687,0.3736341521505516
19-2,DG_CORAL,primary,128,raw,0.8255587418861913,0.8288527397260275,0.8289054199710943,0.0665968940357282,0.0650118502029153,0.5725280139070197,0.2605615844636945,0.8937727701308027,0.8288527397260275,0.0649200304047753,0.2971175511919959
19-2,DG_DANN,primary,128,raw,0.8186329417834324,0.822345890410959,0.8223853043320574,0.0639522514905627,0.0617837602068504,0.5951433165623832,0.270014187741899,0.8839987180387116,0.822345890410959,0.0616528276277527,0.3235890773006032
19-2,DG_GROUPDRO,primary,128,raw,0.7518534451951941,0.7547945205479452,0.7550747783776226,0.0797637253291649,0.080058800427192,0.7480232373033768,0.3518419190670395,0.8344058731781343,0.7547945205479452,0.0796113526301892,0.4628982479853685
19-2,EMB_STD,primary,128,raw,0.8304351455984719,0.8334760273972602,0.8333329245741915,0.0842629550726548,0.0841814549218812,0.6340976526796026,0.261499703131484,0.9175001599417668,0.8334760273972602,0.0840241325445065,0.2253951497910049
19-2,EMB_STD,primary,128,source_temperature,0.8304351455984719,0.8334760273972602,0.8333329245741915,0.0356026543915625,0.0338605593742539,0.5140055329740807,0.2468227152790469,0.8509745765570184,0.8334760273972602,0.017498549159758,0.43903814214812
