receiver,method,probability_variant,bin,count,confidence_sum,correct_sum
18-19,P2,source_temperature,14,12170,11900.724664481502,12045.0
18-19,SAR_GN,raw,0,0,0.0,0.0
18-19,SAR_GN,raw,1,0,0.0,0.0
18-19,SAR_GN,raw,2,0,0.0,0.0
18-19,SAR_GN,raw,3,14,3.4596664905548096,3.0
18-19,SAR_GN,raw,4,141,43.46335259079933,43.0
18-19,SAR_GN,raw,5,402,149.11161091923714,133.0
18-19,SAR_GN,raw,6,560,243.87929511070251,195.99999999999997
18-19,SAR_GN,raw,7,773,387.1958577334881,291.0
18-19,SAR_GN,raw,8,813,460.30448138713837,334.0
18-19,SAR_GN,raw,9,711,450.052956700325,334.0
18-19,SAR_GN,raw,10,785,550.2487194538116,395.0
18-19,SAR_GN,raw,11,866,664.0370669960976,481.0
18-19,SAR_GN,raw,12,1037,865.7298148274422,666.0
18-19,SAR_GN,raw,13,1547,1397.1172245144844,1142.0
18-19,SAR_GN,raw,14,15711,15560.835973083973,14976.0
18-19,SAR_GN,source_temperature,0,0,0.0,0.0
18-19,SAR_GN,source_temperature,1,0,0.0,0.0
18-19,SAR_GN,source_temperature,2,0,0.0,0.0
18-19,SAR_GN,source_temperature,3,72,17.805277794333676,18.999999999999996
18-19,SAR_GN,source_temperature,4,486,148.3407874678615,167.0
18-19,SAR_GN,source_temperature,5,700,257.26950550501715,247.0
18-19,SAR_GN,source_temperature,6,903,391.5805299201545,347.0
18-19,SAR_GN,source_temperature,7,1044,522.100496013564,453.0
18-19,SAR_GN,source_temperature,8,987,559.1415650281667,484.0
18-19,SAR_GN,source_temperature,9,924,583.6172485981183,503.0
18-19,SAR_GN,source_temperature,10,1072,750.4254067874772,678.0
18-19,SAR_GN,source_temperature,11,1140,874.6923691864529,833.0
18-19,SAR_GN,source_temperature,12,1522,1272.3458984962513,1232.0
18-19,SAR_GN,source_temperature,13,2581,2334.670207797297,2282.0
18-19,SAR_GN,source_temperature,14,11929,11653.277142258803,11749.0
18-19,T3A,raw,0,0,0.0,0.0
18-19,T3A,raw,1,0,0.0,0.0
18-19,T3A,raw,2,0,0.0,0.0
18-19,T3A,raw,3,124,30.47507011890411,27.999999999999996
18-19,T3A,raw,4,518,158.29798647761345,138.0
18-19,T3A,raw,5,987,363.7232816517353,324.0
18-19,T3A,raw,6,1260,548.1368650197983,554.0
18-19,T3A,raw,7,1428,713.8582497537135,782.0
18-19,T3A,raw,8,1549,878.1678910255432,1025.0
18-19,T3A,raw,9,1627,1032.0005937218666,1299.0
18-19,T3A,raw,10,1800,1261.2223353385925,1584.0
18-19,T3A,raw,11,2516,1934.6029744148254,2389.0
18-19,T3A,raw,12,3903,3261.0289395451546,3815.0
18-19,T3A,raw,13,5067,4568.532786667347,4982.0
18-19,T3A,raw,14,2581,2457.702734231949,2512.0
18-19,T3A,source_temperature,0,0,0.0,0.0
18-19,T3A,source_temperature,1,0,0.0,0.0
18-19,T3A,source_temperature,2,0,0.0,0.0
18-19,T3A,source_temperature,3,25,6.235683634729373,2.9999999999999996
18-19,T3A,source_temperature,4,143,43.68563595549208,34.0
18-19,T3A,source_temperature,5,348,128.86809487339204,94.0
18-19,T3A,source_temperature,6,653,283.87857700887514,207.99999999999997
18-19,T3A,source_temperature,7,828,414.365633017673,330.0
18-19,T3A,source_temperature,8,868,491.3234133552488,391.0
18-19,T3A,source_temperature,9,960,608.6173460222337,511.0
18-19,T3A,source_temperature,10,1127,790.1355562200768,678.0
18-19,T3A,source_temperature,11,1374,1055.6996938382895,989.0
18-19,T3A,source_temperature,12,1723,1438.9785547105128,1397.0
18-19,T3A,source_temperature,13,2974,2690.6585958764226,2737.0
18-19,T3A,source_temperature,14,12337,12046.001860681967,12060.0
18-2,EMB_STD,raw,0,0,0.0,0.0
18-2,EMB_STD,raw,1,0,0.0,0.0
18-2,EMB_STD,raw,2,0,0.0,0.0
18-2,EMB_STD,raw,3,1,0.2587717473506927,0.0
18-2,EMB_STD,raw,4,49,15.01768273115158,14.0
18-2,EMB_STD,raw,5,164,60.913324475288384,49.0
18-2,EMB_STD,raw,6,341,148.53650179505348,99.0
18-2,EMB_STD,raw,7,633,318.80930745601654,239.0
18-2,EMB_STD,raw,8,822,466.4867947101593,324.0
18-2,EMB_STD,raw,9,770,488.05427926778793,333.0
18-2,EMB_STD,raw,10,803,562.5170330405235,384.0
18-2,EMB_STD,raw,11,976,749.0630750656128,496.0
18-2,EMB_STD,raw,12,1155,964.6094830036163,728.0
18-2,EMB_STD,raw,13,1696,1531.0454296469688,1146.0
18-2,EMB_STD,raw,14,15950,15796.91143977642,14899.0
18-2,EMB_STD,source_temperature,0,0,0.0,0.0
18-2,EMB_STD,source_temperature,1,0,0.0,0.0
18-2,EMB_STD,source_temperature,2,0,0.0,0.0
18-2,EMB_STD,source_temperature,3,39,9.772314857089018,12.0
18-2,EMB_STD,source_temperature,4,265,80.89205900457237,76.0
18-2,EMB_STD,source_temperature,5,668,247.00904614808735,224.0
18-2,EMB_STD,source_temperature,6,950,414.37620979715564,349.0
18-2,EMB_STD,source_temperature,7,1284,642.07162136564,544.0
18-2,EMB_STD,source_temperature,8,1239,701.9664248577333,639.0
18-2,EMB_STD,source_temperature,9,1275,805.6618590077675,792.0
18-2,EMB_STD,source_temperature,10,1376,964.9661880141157,920.0
18-2,EMB_STD,source_temperature,11,1523,1169.788833248097,1146.0
18-2,EMB_STD,source_temperature,12,1918,1601.9692609979136,1618.0
18-2,EMB_STD,source_temperature,13,3715,3362.104158112342,3460.0
18-2,EMB_STD,source_temperature,14,9108,8827.535593161969,8931.0
18-2,P0,raw,0,0,0.0,0.0
18-2,P0,raw,1,0,0.0,0.0
18-2,P0,raw,2,0,0.0,0.0
18-2,P0,raw,3,2,0.5154693722724915,1.0
18-2,P0,raw,4,81,25.09029823541641,16.0
18-2,P0,raw,5,241,89.95964786410332,65.0
18-2,P0,raw,6,487,212.70027238130567,152.0
18-2,P0,raw,7,764,383.20487681031227,272.0
18-2,P0,raw,8,815,461.4526041150093,301.0
18-2,P0,raw,9,831,526.8639417886734,353.0
18-2,P0,raw,10,918,644.0859296917915,432.0
18-2,P0,raw,11,972,745.5245407819748,534.0
18-2,P0,raw,12,1222,1020.4553779363632,745.0
18-2,P0,raw,13,1835,1657.3601463437078,1304.0
18-2,P0,raw,14,15192,15011.19400447607,14260.0
18-2,P0,source_temperature,0,0,0.0,0.0
18-2,P0,source_temperature,1,0,0.0,0.0
18-2,P0,source_temperature,2,0,0.0,0.0
18-2,P0,source_temperature,3,60,15.223950495088284,13.0
18-2,P0,source_temperature,4,364,112.16686824930926,103.0
18-2,P0,source_temperature,5,796,293.07970094674846,252.99999999999997
18-2,P0,source_temperature,6,1046,454.6307774356795,363.0
18-2,P0,source_temperature,7,1290,645.7756013373086,550.0
18-2,P0,source_temperature,8,1319,746.6938092478265,657.0
18-2,P0,source_temperature,9,1242,786.9091021559542,743.0
18-2,P0,source_temperature,10,1321,925.2614241177055,893.0
18-2,P0,source_temperature,11,1585,1217.1125725122074,1230.0
18-2,P0,source_temperature,12,2259,1889.106180617903,1948.0
18-2,P0,source_temperature,13,4427,4005.475789610591,4186.0
18-2,P0,source_temperature,14,7651,7365.879500212568,7496.0
18-2,P2,raw,0,0,0.0,0.0
18-2,P2,raw,1,0,0.0,0.0
18-2,P2,raw,2,0,0.0,0.0
18-2,P2,raw,3,12,2.9436760097742076,1.0
18-2,P2,raw,4,86,26.432669132947918,31.0
18-2,P2,raw,5,227,83.42275738716125,75.0
18-2,P2,raw,6,362,157.6539662182331,125.99999999999999
18-2,P2,raw,7,556,279.8112698495388,207.0
18-2,P2,raw,8,599,339.54606848955154,230.0
18-2,P2,raw,9,607,385.06097316741943,270.0
18-2,P2,raw,10,636,445.993600666523,323.0
18-2,P2,raw,11,672,515.7178484201431,368.0
18-2,P2,raw,12,882,736.0440423488617,516.0
18-2,P2,raw,13,1390,1256.3014267086983,923.0
18-2,P2,raw,14,17331,17193.19077384472,16118.0
18-2,P2,source_temperature,0,0,0.0,0.0
18-2,P2,source_temperature,1,0,0.0,0.0
18-2,P2,source_temperature,2,2,0.3820043766032367,1.0
18-2,P2,source_temperature,3,149,36.51620951090681,49.99999999999999
18-2,P2,source_temperature,4,522,158.71966529971746,180.0
18-2,P2,source_temperature,5,846,311.1035150533925,316.0
18-2,P2,source_temperature,6,963,418.39518984612545,409.99999999999994
18-2,P2,source_temperature,7,1079,539.5734572539029,557.0
18-2,P2,source_temperature,8,1055,598.5795329444508,628.0
18-2,P2,source_temperature,9,1163,738.9514875162862,761.0
18-2,P2,source_temperature,10,1283,899.2263115312576,939.0
18-2,P2,source_temperature,11,1634,1255.583279022865,1319.0
18-2,P2,source_temperature,12,2136,1783.3984121359354,1870.0
18-2,P2,source_temperature,13,3754,3392.1810350712212,3523.0
18-2,P2,source_temperature,14,8774,8510.84721963653,8634.0
18-2,SAR_GN,raw,0,0,0.0,0.0
18-2,SAR_GN,raw,1,0,0.0,0.0
18-2,SAR_GN,raw,2,0,0.0,0.0
18-2,SAR_GN,raw,3,2,0.5154693722724915,1.0
18-2,SAR_GN,raw,4,81,25.09029823541641,16.0
18-2,SAR_GN,raw,5,241,89.95964786410332,65.0
18-2,SAR_GN,raw,6,487,212.70027238130567,152.0
18-2,SAR_GN,raw,7,764,383.20487681031227,272.0
18-2,SAR_GN,raw,8,815,461.4526041150093,301.0
18-2,SAR_GN,raw,9,831,526.8639417886734,353.0
18-2,SAR_GN,raw,10,918,644.0859296917915,432.0
18-2,SAR_GN,raw,11,972,745.5245407819748,534.0
18-2,SAR_GN,raw,12,1222,1020.4553779363632,745.0
18-2,SAR_GN,raw,13,1835,1657.3601463437078,1304.0
18-2,SAR_GN,raw,14,15192,15011.19400447607,14260.0
18-2,SAR_GN,source_temperature,0,0,0.0,0.0
18-2,SAR_GN,source_temperature,1,0,0.0,0.0
18-2,SAR_GN,source_temperature,2,0,0.0,0.0
18-2,SAR_GN,source_temperature,3,60,15.222986658850587,13.0
18-2,SAR_GN,source_temperature,4,365,112.4885589527252,103.0
18-2,SAR_GN,source_temperature,5,796,293.1082582698616,253.99999999999997
18-2,SAR_GN,source_temperature,6,1049,456.0285526297621,363.0
18-2,SAR_GN,source_temperature,7,1287,644.3454828463432,549.9999999999999
18-2,SAR_GN,source_temperature,8,1319,746.6393399267039,656.0
18-2,SAR_GN,source_temperature,9,1242,786.8474248847671,744.0
18-2,SAR_GN,source_temperature,10,1321,925.1878972450302,892.0
18-2,SAR_GN,source_temperature,11,1586,1217.8110718358948,1231.0
18-2,SAR_GN,source_temperature,12,2258,1888.1634201862553,1948.0
18-2,SAR_GN,source_temperature,13,4431,4008.9658302922917,4190.0
18-2,SAR_GN,source_temperature,14,7646,7360.887475117245,7491.0
18-2,T3A,raw,0,0,0.0,0.0
18-2,T3A,raw,1,0,0.0,0.0
18-2,T3A,raw,2,2,0.3950975984334944,1.0
18-2,T3A,raw,3,151,37.20312863588332,46.99999999999999
18-2,T3A,raw,4,593,181.01936838030815,193.99999999999997
18-2,T3A,raw,5,1169,430.4981583952903,444.0
18-2,T3A,raw,6,1441,624.9185612499714,611.9999999999999
18-2,T3A,raw,7,1531,765.3485182225704,834.0
18-2,T3A,raw,8,1522,864.5086690783501,1017.0
18-2,T3A,raw,9,1760,1116.8133480548859,1390.0
18-2,T3A,raw,10,2153,1510.3907660245895,1861.0
18-2,T3A,raw,11,2977,2285.0211935043335,2778.0
18-2,T3A,raw,12,3631,3030.501771748066,3449.0
18-2,T3A,raw,13,3719,3340.3539058566093,3628.0
18-2,T3A,raw,14,2711,2606.037198841572,2698.0
18-2,T3A,source_temperature,0,0,0.0,0.0
18-2,T3A,source_temperature,1,0,0.0,0.0
18-2,T3A,source_temperature,2,0,0.0,0.0
18-2,T3A,source_temperature,3,39,9.709565074758773,12.0
18-2,T3A,source_temperature,4,187,57.236951375754636,53.0
18-2,T3A,source_temperature,5,473,174.925332047793,143.0
18-2,T3A,source_temperature,6,845,368.52948464635824,321.0
18-2,T3A,source_temperature,7,1114,556.391539504665,456.99999999999994
18-2,T3A,source_temperature,8,1015,575.6036199460042,484.0
18-2,T3A,source_temperature,9,1054,667.7040929511332,576.0
18-2,T3A,source_temperature,10,1114,780.2162639195925,700.0
18-2,T3A,source_temperature,11,1402,1077.8206087464491,1043.0
18-2,T3A,source_temperature,12,2087,1744.840951425214,1736.0
18-2,T3A,source_temperature,13,3849,3480.058061629155,3523.0
18-2,T3A,source_temperature,14,10181,9901.625657853438,9905.0
19-1,EMB_STD,raw,0,0,0.0,0.0
19-1,EMB_STD,raw,1,0,0.0,0.0
19-1,EMB_STD,raw,2,0,0.0,0.0
19-1,EMB_STD,raw,3,3,0.7212692946195602,1.0
19-1,EMB_STD,raw,4,24,7.376720815896987,8.0
19-1,EMB_STD,raw,5,133,49.93825191259384,43.0
19-1,EMB_STD,raw,6,281,122.6610649228096,91.0
19-1,EMB_STD,raw,7,637,320.28850024938583,273.0
19-1,EMB_STD,raw,8,790,448.2536222934723,341.0
19-1,EMB_STD,raw,9,774,490.6370570063591,352.0
19-1,EMB_STD,raw,10,854,598.3950439095497,411.0
19-1,EMB_STD,raw,11,953,732.3849418759346,512.0
19-1,EMB_STD,raw,12,1191,993.9506906270981,704.0
19-1,EMB_STD,raw,13,1756,1583.7006004452708,1110.0
19-1,EMB_STD,raw,14,15964,15817.712593436241,14497.0
19-1,EMB_STD,source_temperature,0,0,0.0,0.0
19-1,EMB_STD,source_temperature,1,0,0.0,0.0
19-1,EMB_STD,source_temperature,2,0,0.0,0.0
19-1,EMB_STD,source_temperature,3,15,3.644057404924181,5.0
19-1,EMB_STD,source_temperature,4,147,45.56943476040756,43.0
19-1,EMB_STD,source_temperature,5,422,157.01463593172593,148.0
19-1,EMB_STD,source_temperature,6,742,323.8019841639332,292.0
19-1,EMB_STD,source_temperature,7,1266,633.1270769145433,581.0
19-1,EMB_STD,source_temperature,8,1213,688.1567953516653,608.0
19-1,EMB_STD,source_temperature,9,1279,809.8998896126814,698.0
19-1,EMB_STD,source_temperature,10,1355,949.7257770289012,833.0
19-1,EMB_STD,source_temperature,11,1408,1079.0465233329069,954.0
19-1,EMB_STD,source_temperature,12,1779,1485.3280610891686,1318.0
19-1,EMB_STD,source_temperature,13,3044,2752.684483990663,2513.0
19-1,EMB_STD,source_temperature,14,10690,10429.815020537702,10350.0
19-1,P0,raw,0,0,0.0,0.0
19-1,P0,raw,1,0,0.0,0.0
19-1,P0,raw,2,0,0.0,0.0
19-1,P0,raw,3,7,1.7522840797901154,2.0
19-1,P0,raw,4,44,13.436627388000488,12.0
19-1,P0,raw,5,152,56.244955122470856,43.0
19-1,P0,raw,6,312,136.62650826573372,100.99999999999999
19-1,P0,raw,7,719,361.7603143453598,298.0
19-1,P0,raw,8,834,472.3174719810486,389.0
19-1,P0,raw,9,879,555.8415307998657,453.0
19-1,P0,raw,10,947,662.5343813300133,470.0
19-1,P0,raw,11,981,752.6310311555862,508.0
19-1,P0,raw,12,1274,1062.725814640522,702.0
19-1,P0,raw,13,1872,1690.3127322793007,1163.0
19-1,P0,raw,14,15339,15175.929359018803,13848.0
19-1,P0,source_temperature,0,0,0.0,0.0
19-1,P0,source_temperature,1,0,0.0,0.0
19-1,P0,source_temperature,2,1,0.1990604261447273,0.0
19-1,P0,source_temperature,3,27,6.709491758614117,5.0
19-1,P0,source_temperature,4,123,37.896329694303674,29.0
19-1,P0,source_temperature,5,382,141.55325528652455,115.99999999999999
19-1,P0,source_temperature,6,747,325.88223909705385,302.0
19-1,P0,source_temperature,7,1221,612.682011636449,601.0
19-1,P0,source_temperature,8,1222,691.5048520911861,602.0
19-1,P0,source_temperature,9,1217,770.490459475517,634.0
19-1,P0,source_temperature,10,1312,919.7382879186875,760.0
19-1,P0,source_temperature,11,1434,1100.0099317850093,881.0
19-1,P0,source_temperature,12,1815,1515.5353837484108,1282.0
19-1,P0,source_temperature,13,2872,2594.636529618184,2325.0
19-1,P0,source_temperature,14,10987,10733.47644383099,10452.0
19-1,P2,raw,0,0,0.0,0.0
19-1,P2,raw,1,0,0.0,0.0
19-1,P2,raw,2,0,0.0,0.0
19-1,P2,raw,3,5,1.249047055840492,2.0
19-1,P2,raw,4,26,8.090432316064835,12.0
19-1,P2,raw,5,96,35.81367492675781,31.999999999999996
19-1,P2,raw,6,192,83.717317789793,74.0
19-1,P2,raw,7,533,269.4296913444996,203.99999999999997
19-1,P2,raw,8,634,359.7561659216881,265.0
19-1,P2,raw,9,654,414.03051233291626,305.0
19-1,P2,raw,10,713,499.5806980729103,349.0
19-1,P2,raw,11,831,638.28747600317,411.0
19-1,P2,raw,12,1092,912.1233929395676,575.0
19-1,P2,raw,13,1476,1332.1019833683968,895.0
19-1,P2,raw,14,17108,16979.106891572475,14502.0
19-1,P2,source_temperature,0,0,0.0,0.0
19-1,P2,source_temperature,1,0,0.0,0.0
19-1,P2,source_temperature,2,0,0.0,0.0
19-1,P2,source_temperature,3,46,11.259050682708523,16.0
19-1,P2,source_temperature,4,122,37.405534029846834,46.0
19-1,P2,source_temperature,5,338,125.32122466068103,119.99999999999999
19-1,P2,source_temperature,6,629,274.3399729903541,253.0
19-1,P2,source_temperature,7,1151,577.9920001866321,534.0
19-1,P2,source_temperature,8,1191,674.9400869518261,584.0
19-1,P2,source_temperature,9,1281,810.5025767774177,686.0
19-1,P2,source_temperature,10,1365,955.4110892319051,798.0
19-1,P2,source_temperature,11,1434,1100.5878793652505,918.0
19-1,P2,source_temperature,12,1871,1562.5711200825574,1264.0
19-1,P2,source_temperature,13,2899,2621.635997090855,2168.0
19-1,P2,source_temperature,14,11033,10783.801797581447,10239.0
19-1,SAR_GN,raw,0,0,0.0,0.0
19-1,SAR_GN,raw,1,0,0.0,0.0
19-1,SAR_GN,raw,2,0,0.0,0.0
19-1,SAR_GN,raw,3,7,1.7522212266921997,2.0
19-1,SAR_GN,raw,4,44,13.447154015302656,12.0
19-1,SAR_GN,raw,5,150,55.444799929857254,42.0
19-1,SAR_GN,raw,6,314,137.43670043349266,97.99999999999999
19-1,SAR_GN,raw,7,724,364.36660647392273,302.0
19-1,SAR_GN,raw,8,833,472.05522406101227,389.0
19-1,SAR_GN,raw,9,881,557.3942536115646,451.0
19-1,SAR_GN,raw,10,947,662.9699271321297,473.99999999999994
19-1,SAR_GN,raw,11,970,744.3005524873734,501.0
19-1,SAR_GN,raw,12,1279,1066.8351436853409,703.0
19-1,SAR_GN,raw,13,1869,1687.6120541095734,1162.0
19-1,SAR_GN,raw,14,15342,15178.910724401474,13850.0
19-1,SAR_GN,source_temperature,0,0,0.0,0.0
19-1,SAR_GN,source_temperature,1,0,0.0,0.0
19-1,SAR_GN,source_temperature,2,1,0.1990604261447273,0.0
19-1,SAR_GN,source_temperature,3,27,6.709692256226676,5.0
19-1,SAR_GN,source_temperature,4,127,39.23811022715149,30.0
19-1,SAR_GN,source_temperature,5,376,139.42042780151155,112.0
19-1,SAR_GN,source_temperature,6,751,327.60490361520954,301.0
19-1,SAR_GN,source_temperature,7,1215,609.6661087227022,598.0
19-1,SAR_GN,source_temperature,8,1225,692.957176992327,608.0
19-1,SAR_GN,source_temperature,9,1220,772.5378413960865,631.0
19-1,SAR_GN,source_temperature,10,1306,915.5176905995763,757.0
19-1,SAR_GN,source_temperature,11,1435,1100.6554854675646,881.0
19-1,SAR_GN,source_temperature,12,1814,1514.673148156433,1282.0
19-1,SAR_GN,source_temperature,13,2875,2597.3378562517582,2328.0
19-1,SAR_GN,source_temperature,14,10988,10734.556945947194,10453.0
19-1,T3A,raw,0,0,0.0,0.0
19-1,T3A,raw,1,0,0.0,0.0
19-1,T3A,raw,2,0,0.0,0.0
19-1,T3A,raw,3,52,12.982344865798948,9.0
19-1,T3A,raw,4,328,101.12498903274535,131.0
19-1,T3A,raw,5,1132,419.9964116513729,510.0
19-1,T3A,raw,6,2000,870.9872542917728,1052.0
19-1,T3A,raw,7,2326,1161.6182695329187,1350.0
19-1,T3A,raw,8,2063,1168.652953028679,1358.0
19-1,T3A,raw,9,1731,1095.2276609539986,1229.0
19-1,T3A,raw,10,1623,1135.1330412626266,1303.0
19-1,T3A,raw,11,1463,1121.913233578205,1285.0
19-1,T3A,raw,12,1873,1564.7564912438393,1787.0
19-1,T3A,raw,13,3776,3415.734911084175,3745.0
19-1,T3A,raw,14,4993,4784.790901184082,4993.0
19-1,T3A,source_temperature,0,0,0.0,0.0
19-1,T3A,source_temperature,1,0,0.0,0.0
19-1,T3A,source_temperature,2,0,0.0,0.0
19-1,T3A,source_temperature,3,11,2.796362583587646,2.0
19-1,T3A,source_temperature,4,102,31.38767781598976,24.0
19-1,T3A,source_temperature,5,393,146.53790858203445,160.0
19-1,T3A,source_temperature,6,873,380.9700759613592,409.99999999999994
19-1,T3A,source_temperature,7,1528,764.4117243489447,773.0
19-1,T3A,source_temperature,8,1568,888.8533266728441,867.0
19-1,T3A,source_temperature,9,1503,951.8273454752898,883.0
19-1,T3A,source_temperature,10,1558,1091.5302296438367,1005.0
19-1,T3A,source_temperature,11,1560,1196.569550571603,1092.0
19-1,T3A,source_temperature,12,1730,1443.122280244203,1377.0
19-1,T3A,source_temperature,13,1967,1773.7039045015374,1710.0
19-1,T3A,source_temperature,14,10567,10385.707403919998,10449.0
19-19,EMB_STD,raw,0,0,0.0,0.0
19-19,EMB_STD,raw,1,0,0.0,0.0
19-19,EMB_STD,raw,2,0,0.0,0.0
19-19,EMB_STD,raw,3,0,0.0,0.0
19-19,EMB_STD,raw,4,6,1.9096519351005554,1.0
19-19,EMB_STD,raw,5,60,22.409188419580456,24.0
19-19,EMB_STD,raw,6,191,83.2751669883728,84.0
19-19,EMB_STD,raw,7,418,211.42707693576813,206.0
19-19,EMB_STD,raw,8,526,298.75386345386505,274.0
19-19,EMB_STD,raw,9,535,339.2793709039688,298.0
19-19,EMB_STD,raw,10,575,403.0214324593544,328.0
19-19,EMB_STD,raw,11,659,505.3903168439865,416.0
19-19,EMB_STD,raw,12,855,713.8490778803825,611.0
19-19,EMB_STD,raw,13,1443,1304.128292441368,1135.0
19-19,EMB_STD,raw,14,18092,17929.056187331676,17351.0
19-19,EMB_STD,source_temperature,0,0,0.0,0.0
19-19,EMB_STD,source_temperature,1,0,0.0,0.0
19-19,EMB_STD,source_temperature,2,0,0.0,0.0
19-19,EMB_STD,source_temperature,3,3,0.789740380417118,0.0
19-19,EMB_STD,source_temperature,4,82,25.481574032121504,38.0
19-19,EMB_STD,source_temperature,5,263,97.26877355022052,121.0
19-19,EMB_STD,source_temperature,6,575,250.63592799801694,280.0
19-19,EMB_STD,source_temperature,7,913,458.15682544540573,501.0
19-19,EMB_STD,source_temperature,8,879,498.443115376725,542.0
19-19,EMB_STD,source_temperature,9,907,574.7792566207131,580.0
19-19,EMB_STD,source_temperature,10,977,685.9230736312081,715.0
19-19,EMB_STD,source_temperature,11,1209,927.6302416275206,977.0
19-19,EMB_STD,source_temperature,12,1868,1562.0665437022758,1654.0
19-19,EMB_STD,source_temperature,13,3882,3515.825391660372,3684.0
19-19,EMB_STD,source_temperature,14,11802,11463.539214938683,11636.0
19-19,P0,raw,0,0,0.0,0.0
19-19,P0,raw,1,0,0.0,0.0
19-19,P0,raw,2,0,0.0,0.0
19-19,P0,raw,3,2,0.5133033692836761,2.0
19-19,P0,raw,4,18,5.6369578540325165,4.0
19-19,P0,raw,5,108,40.26212331652641,36.99999999999999
19-19,P0,raw,6,233,101.8994836807251,91.0
19-19,P0,raw,7,449,225.97576704621315,191.99999999999997
19-19,P0,raw,8,599,339.97913867235184,311.0
19-19,P0,raw,9,571,362.89754569530487,322.0
19-19,P0,raw,10,634,443.23557126522064,370.0
19-19,P0,raw,11,760,583.1807150244713,478.0
19-19,P0,raw,12,944,788.5787477493286,635.0
19-19,P0,raw,13,1436,1296.584885776043,1063.0
19-19,P0,raw,14,17606,17461.77350014448,16803.0
19-19,P0,source_temperature,0,0,0.0,0.0
19-19,P0,source_temperature,1,0,0.0,0.0
19-19,P0,source_temperature,2,0,0.0,0.0
19-19,P0,source_temperature,3,8,2.0197324188729904,2.0
19-19,P0,source_temperature,4,101,31.115090211787212,27.0
19-19,P0,source_temperature,5,322,119.51161967997169,126.99999999999999
19-19,P0,source_temperature,6,602,262.1350371342373,284.0
19-19,P0,source_temperature,7,849,425.5366065173859,435.0
19-19,P0,source_temperature,8,918,520.2342755652628,535.0
19-19,P0,source_temperature,9,928,588.1699104396214,589.0
19-19,P0,source_temperature,10,1038,727.9131444727773,710.0
19-19,P0,source_temperature,11,1142,876.9776071122282,865.0
19-19,P0,source_temperature,12,1494,1248.2584609928751,1248.0
19-19,P0,source_temperature,13,2738,2477.064592262284,2486.0
19-19,P0,source_temperature,14,13220,12889.80244378372,13000.0
19-19,P2,raw,0,0,0.0,0.0
19-19,P2,raw,1,0,0.0,0.0
19-19,P2,raw,2,0,0.0,0.0
19-19,P2,raw,3,1,0.2607617676258087,0.0
19-19,P2,raw,4,20,6.155129045248031,7.0
19-19,P2,raw,5,62,22.856297105550766,17.0
19-19,P2,raw,6,177,77.39628863334656,61.99999999999999
19-19,P2,raw,7,341,171.2388620376587,158.0
19-19,P2,raw,8,451,255.57666969299316,169.0
19-19,P2,raw,9,449,285.1129589676857,174.0
19-19,P2,raw,10,486,340.04927057027817,208.0
19-19,P2,raw,11,506,389.34031242132187,233.0
19-19,P2,raw,12,661,552.1583822369576,321.0
19-19,P2,raw,13,1028,928.8638788461685,552.0
19-19,P2,raw,14,19178,19082.27107101679,17744.000000000004
19-19,P2,source_temperature,0,0,0.0,0.0
19-19,P2,source_temperature,1,0,0.0,0.0
19-19,P2,source_temperature,2,0,0.0,0.0
19-19,P2,source_temperature,3,21,5.1664897439663156,8.0
19-19,P2,source_temperature,4,122,37.389209463657,39.0
19-19,P2,source_temperature,5,338,125.72071047920552,145.0
19-19,P2,source_temperature,6,568,247.50904446914524,231.0
19-19,P2,source_temperature,7,764,382.092385341341,305.0
19-19,P2,source_temperature,8,782,443.41235725799095,372.0
19-19,P2,source_temperature,9,853,540.0823764399538,397.0
19-19,P2,source_temperature,10,868,608.4531705813447,482.0
19-19,P2,source_temperature,11,991,761.7097908938856,620.0
19-19,P2,source_temperature,12,1401,1170.845813803982,1008.0
19-19,P2,source_temperature,13,2549,2307.721574359721,2199.0
19-19,P2,source_temperature,14,14103,13787.238489350315,13839.0
19-19,SAR_GN,raw,0,0,0.0,0.0
19-19,SAR_GN,raw,1,0,0.0,0.0
19-19,SAR_GN,raw,2,0,0.0,0.0
19-19,SAR_GN,raw,3,2,0.5133033692836761,2.0
19-19,SAR_GN,raw,4,18,5.6369578540325165,4.0
19-19,SAR_GN,raw,5,108,40.26212331652641,36.99999999999999
19-19,SAR_GN,raw,6,233,101.8994836807251,91.0
19-19,SAR_GN,raw,7,449,225.97576704621315,191.99999999999997
19-19,SAR_GN,raw,8,599,339.97913867235184,311.0
19-19,SAR_GN,raw,9,571,362.89754569530487,322.0
19-19,SAR_GN,raw,10,634,443.23557126522064,370.0
19-19,SAR_GN,raw,11,760,583.1807150244713,478.0
19-19,SAR_GN,raw,12,944,788.5787477493286,635.0
19-19,SAR_GN,raw,13,1436,1296.584885776043,1063.0
19-19,SAR_GN,raw,14,17606,17461.77350014448,16803.0
19-19,SAR_GN,source_temperature,0,0,0.0,0.0
19-19,SAR_GN,source_temperature,1,0,0.0,0.0
19-19,SAR_GN,source_temperature,2,0,0.0,0.0
19-19,SAR_GN,source_temperature,3,8,2.0197328188649193,2.0
19-19,SAR_GN,source_temperature,4,101,31.115096747153324,27.0
19-19,SAR_GN,source_temperature,5,322,119.51166504472093,126.99999999999999
19-19,SAR_GN,source_temperature,6,602,262.13514796022105,284.0
