receiver,method,probability_variant,bin,count,confidence_sum,correct_sum
20-19,SAR_GN,raw,12,705,590.0078883171082,461.0
20-19,SAR_GN,raw,13,1125,1015.372188270092,825.0
20-19,SAR_GN,raw,14,18996,18877.49745953083,18317.0
20-19,SAR_GN,source_temperature,0,0,0.0,0.0
20-19,SAR_GN,source_temperature,1,0,0.0,0.0
20-19,SAR_GN,source_temperature,2,0,0.0,0.0
20-19,SAR_GN,source_temperature,3,1,0.2646256620310758,0.0
20-19,SAR_GN,source_temperature,4,50,15.65315862555894,21.0
20-19,SAR_GN,source_temperature,5,188,69.80259050178188,61.0
20-19,SAR_GN,source_temperature,6,401,175.24238537451131,173.0
20-19,SAR_GN,source_temperature,7,659,330.2274577499278,316.99999999999994
20-19,SAR_GN,source_temperature,8,660,373.8153416475865,351.0
20-19,SAR_GN,source_temperature,9,679,430.40951587110237,402.0
20-19,SAR_GN,source_temperature,10,813,569.7248433807584,564.0
20-19,SAR_GN,source_temperature,11,872,669.9859047438183,636.0
20-19,SAR_GN,source_temperature,12,1178,983.4337510692569,951.0
20-19,SAR_GN,source_temperature,13,2050,1853.5433931368257,1798.0
20-19,SAR_GN,source_temperature,14,15809,15501.4023249815,15595.0
20-19,T3A,raw,0,0,0.0,0.0
20-19,T3A,raw,1,0,0.0,0.0
20-19,T3A,raw,2,0,0.0,0.0
20-19,T3A,raw,3,10,2.462517157196998,1.0
20-19,T3A,raw,4,106,32.69349285960197,39.0
20-19,T3A,raw,5,499,185.2134582698345,250.0
20-19,T3A,raw,6,984,427.9126842617988,570.0
20-19,T3A,raw,7,1154,575.8645142018795,735.0
20-19,T3A,raw,8,1051,595.0010052919388,734.0
20-19,T3A,raw,9,1148,727.8037141561508,942.0
20-19,T3A,raw,10,1354,947.8468872308731,1197.0
20-19,T3A,raw,11,1673,1284.8234651088715,1574.0
20-19,T3A,raw,12,2366,1975.5233321785927,2297.0
20-19,T3A,raw,13,3789,3425.942667067051,3761.0
20-19,T3A,raw,14,9226,8889.273776710033,9226.0
20-19,T3A,source_temperature,0,0,0.0,0.0
20-19,T3A,source_temperature,1,0,0.0,0.0
20-19,T3A,source_temperature,2,0,0.0,0.0
20-19,T3A,source_temperature,3,1,0.2573308671066693,0.0
20-19,T3A,source_temperature,4,6,1.7939772809527041,1.0
20-19,T3A,source_temperature,5,95,35.20389925163826,33.0
20-19,T3A,source_temperature,6,271,118.83650070370906,120.0
20-19,T3A,source_temperature,7,607,304.92172929713456,314.0
20-19,T3A,source_temperature,8,638,361.86423884221523,371.0
20-19,T3A,source_temperature,9,625,396.03441092787637,391.0
20-19,T3A,source_temperature,10,668,467.0191469176281,452.0
20-19,T3A,source_temperature,11,802,615.7582307932744,595.0
20-19,T3A,source_temperature,12,996,831.9277236187365,799.0
20-19,T3A,source_temperature,13,1693,1528.3658724630093,1499.0
20-19,T3A,source_temperature,14,16958,16795.163233798525,16751.0
20-20,EMB_STD,raw,0,0,0.0,0.0
20-20,EMB_STD,raw,1,0,0.0,0.0
20-20,EMB_STD,raw,2,0,0.0,0.0
20-20,EMB_STD,raw,3,2,0.4930490255355834,0.0
20-20,EMB_STD,raw,4,30,9.266304343938826,9.0
20-20,EMB_STD,raw,5,172,64.19656273722649,46.99999999999999
20-20,EMB_STD,raw,6,291,127.13813948631287,88.99999999999999
20-20,EMB_STD,raw,7,585,294.5033988952637,240.0
20-20,EMB_STD,raw,8,737,417.981406211853,305.0
20-20,EMB_STD,raw,9,749,474.18429404497147,358.0
20-20,EMB_STD,raw,10,767,536.7821527719498,344.0
20-20,EMB_STD,raw,11,877,672.6517826914787,455.0
20-20,EMB_STD,raw,12,1026,855.7440685033798,600.0
20-20,EMB_STD,raw,13,1577,1423.9150756001472,1016.0
20-20,EMB_STD,raw,14,16547,16397.477704167366,15172.0
20-20,EMB_STD,source_temperature,0,0,0.0,0.0
20-20,EMB_STD,source_temperature,1,0,0.0,0.0
20-20,EMB_STD,source_temperature,2,0,0.0,0.0
20-20,EMB_STD,source_temperature,3,23,5.733582555885428,7.0
20-20,EMB_STD,source_temperature,4,209,64.34317585922253,52.99999999999999
20-20,EMB_STD,source_temperature,5,477,176.4488182872473,145.99999999999997
20-20,EMB_STD,source_temperature,6,798,348.0558146269364,295.0
20-20,EMB_STD,source_temperature,7,1130,566.0345361836909,523.0
20-20,EMB_STD,source_temperature,8,1157,654.3672940628967,561.0
20-20,EMB_STD,source_temperature,9,1124,712.0706337726208,623.0
20-20,EMB_STD,source_temperature,10,1148,803.6894954669083,708.0
20-20,EMB_STD,source_temperature,11,1328,1019.485320769687,922.0
20-20,EMB_STD,source_temperature,12,1863,1556.5085233499055,1425.0
20-20,EMB_STD,source_temperature,13,2948,2664.164341671698,2549.0
20-20,EMB_STD,source_temperature,14,11155,10897.67310368063,10823.0
20-20,P0,raw,0,0,0.0,0.0
20-20,P0,raw,1,0,0.0,0.0
20-20,P0,raw,2,0,0.0,0.0
20-20,P0,raw,3,4,1.026201397180557,1.0
20-20,P0,raw,4,61,19.070613473653793,15.0
20-20,P0,raw,5,243,90.20644915103912,61.0
20-20,P0,raw,6,415,181.77950513362885,129.0
20-20,P0,raw,7,756,381.0788502693176,261.0
20-20,P0,raw,8,781,442.99797213077545,318.0
20-20,P0,raw,9,831,526.3542446494102,376.0
20-20,P0,raw,10,857,600.7983604073524,405.0
20-20,P0,raw,11,990,759.7455956935883,545.0
20-20,P0,raw,12,1168,975.3292959928513,661.0
20-20,P0,raw,13,1843,1664.8822185993195,1214.0
20-20,P0,raw,14,15411,15238.07408541441,14227.0
20-20,P0,source_temperature,0,0,0.0,0.0
20-20,P0,source_temperature,1,0,0.0,0.0
20-20,P0,source_temperature,2,0,0.0,0.0
20-20,P0,source_temperature,3,34,8.551062274267734,12.0
20-20,P0,source_temperature,4,270,82.97779328445526,65.0
20-20,P0,source_temperature,5,643,237.22916863632244,180.99999999999994
20-20,P0,source_temperature,6,964,419.96735134520867,336.0
20-20,P0,source_temperature,7,1233,615.4658182909088,532.9999999999999
20-20,P0,source_temperature,8,1174,664.738533760958,576.0
20-20,P0,source_temperature,9,1181,748.5069566644949,663.0
20-20,P0,source_temperature,10,1219,854.0346143284414,727.0
20-20,P0,source_temperature,11,1490,1144.0418807944066,999.0
20-20,P0,source_temperature,12,1939,1620.6668441036638,1504.0
20-20,P0,source_temperature,13,3290,2973.1728164419565,2930.0
20-20,P0,source_temperature,14,9923,9653.66834844158,9687.0
20-20,P2,raw,0,0,0.0,0.0
20-20,P2,raw,1,0,0.0,0.0
20-20,P2,raw,2,0,0.0,0.0
20-20,P2,raw,3,3,0.745334357023239,0.0
20-20,P2,raw,4,41,12.465054750442505,13.0
20-20,P2,raw,5,167,61.526849001646035,42.0
20-20,P2,raw,6,248,107.84683024883269,80.0
20-20,P2,raw,7,525,264.80543795228004,197.0
20-20,P2,raw,8,670,379.8516896367073,271.0
20-20,P2,raw,9,678,429.0499332547188,295.0
20-20,P2,raw,10,732,513.2649141550064,334.0
20-20,P2,raw,11,824,632.2215722203255,426.0
20-20,P2,raw,12,983,820.481998026371,541.0
20-20,P2,raw,13,1435,1295.2343182563782,866.0
20-20,P2,raw,14,17054,16930.025121986866,15427.0
20-20,P2,source_temperature,0,0,0.0,0.0
20-20,P2,source_temperature,1,0,0.0,0.0
20-20,P2,source_temperature,2,1,0.199214293592087,0.0
20-20,P2,source_temperature,3,36,8.837671625518222,11.0
20-20,P2,source_temperature,4,253,77.23885409911514,60.99999999999999
20-20,P2,source_temperature,5,460,169.90274562143065,150.0
20-20,P2,source_temperature,6,747,324.7190923297172,265.0
20-20,P2,source_temperature,7,1076,538.8600770273223,482.0
20-20,P2,source_temperature,8,1139,645.3169810249558,567.0
20-20,P2,source_temperature,9,1070,677.8370957245929,588.0
20-20,P2,source_temperature,10,1138,797.2436683476406,674.0
20-20,P2,source_temperature,11,1281,982.9003046607471,826.0
20-20,P2,source_temperature,12,1631,1361.9457518297372,1171.0
20-20,P2,source_temperature,13,2736,2472.8400348573387,2259.0
20-20,P2,source_temperature,14,11792,11532.05180023758,11438.0
20-20,SAR_GN,raw,0,0,0.0,0.0
20-20,SAR_GN,raw,1,0,0.0,0.0
20-20,SAR_GN,raw,2,0,0.0,0.0
20-20,SAR_GN,raw,3,4,1.026201397180557,1.0
20-20,SAR_GN,raw,4,61,19.070613473653793,15.0
20-20,SAR_GN,raw,5,243,90.20644915103912,61.0
20-20,SAR_GN,raw,6,415,181.77950513362885,129.0
20-20,SAR_GN,raw,7,756,381.0788502693176,261.0
20-20,SAR_GN,raw,8,781,442.99797213077545,318.0
20-20,SAR_GN,raw,9,831,526.3542446494102,376.0
20-20,SAR_GN,raw,10,857,600.7983604073524,405.0
20-20,SAR_GN,raw,11,990,759.7455956935883,545.0
20-20,SAR_GN,raw,12,1168,975.3292959928513,661.0
20-20,SAR_GN,raw,13,1843,1664.8822185993195,1214.0
20-20,SAR_GN,raw,14,15411,15238.07408541441,14227.0
20-20,SAR_GN,source_temperature,0,0,0.0,0.0
20-20,SAR_GN,source_temperature,1,0,0.0,0.0
20-20,SAR_GN,source_temperature,2,0,0.0,0.0
20-20,SAR_GN,source_temperature,3,34,8.551044803211806,12.0
20-20,SAR_GN,source_temperature,4,270,82.97749780734489,65.0
20-20,SAR_GN,source_temperature,5,643,237.22828677760918,180.99999999999994
20-20,SAR_GN,source_temperature,6,964,419.9654209140477,336.0
20-20,SAR_GN,source_temperature,7,1233,615.4626365829713,532.9999999999999
20-20,SAR_GN,source_temperature,8,1174,664.7353930133618,576.0
20-20,SAR_GN,source_temperature,9,1181,748.5031991834196,663.0
20-20,SAR_GN,source_temperature,10,1219,854.0305573893212,727.0
20-20,SAR_GN,source_temperature,11,1490,1144.0371232826042,999.0
20-20,SAR_GN,source_temperature,12,1939,1620.6612898559404,1504.0
20-20,SAR_GN,source_temperature,13,3290,2973.1651856433314,2930.0
20-20,SAR_GN,source_temperature,14,9923,9653.656528688703,9687.0
20-20,T3A,raw,0,0,0.0,0.0
20-20,T3A,raw,1,0,0.0,0.0
20-20,T3A,raw,2,0,0.0,0.0
20-20,T3A,raw,3,87,21.601047083735462,19.999999999999996
20-20,T3A,raw,4,510,156.63291111588478,164.0
20-20,T3A,raw,5,1023,377.58426854014397,426.99999999999994
20-20,T3A,raw,6,1471,639.3860310614109,722.0
20-20,T3A,raw,7,1706,852.1653938293457,933.0
20-20,T3A,raw,8,1733,981.1930565834045,1140.0
20-20,T3A,raw,9,1956,1240.2740440368652,1507.0
20-20,T3A,raw,10,2045,1432.6303756833076,1661.0
20-20,T3A,raw,11,2505,1923.053800880909,2271.0
20-20,T3A,raw,12,3320,2770.551330268383,3157.0
20-20,T3A,raw,13,4491,4049.6744688153267,4408.0
20-20,T3A,raw,14,2513,2396.622874736786,2500.0
20-20,T3A,source_temperature,0,0,0.0,0.0
20-20,T3A,source_temperature,1,0,0.0,0.0
20-20,T3A,source_temperature,2,0,0.0,0.0
20-20,T3A,source_temperature,3,18,4.619513525680787,4.0
20-20,T3A,source_temperature,4,156,47.89038808983446,36.99999999999999
20-20,T3A,source_temperature,5,429,158.96194673514685,142.0
20-20,T3A,source_temperature,6,717,312.42325892975566,279.0
20-20,T3A,source_temperature,7,1171,586.6327194195783,543.0
20-20,T3A,source_temperature,8,1119,634.9271042444586,551.0
20-20,T3A,source_temperature,9,1171,741.9437967646347,679.0
20-20,T3A,source_temperature,10,1240,868.3178510724695,768.0
20-20,T3A,source_temperature,11,1499,1150.4739982970934,1099.0
20-20,T3A,source_temperature,12,2002,1672.5284702516378,1586.0
20-20,T3A,source_temperature,13,3459,3126.4637444915197,3097.0
20-20,T3A,source_temperature,14,10379,10103.68482382028,10125.0
23-1,EMB_STD,raw,0,0,0.0,0.0
23-1,EMB_STD,raw,1,0,0.0,0.0
23-1,EMB_STD,raw,2,0,0.0,0.0
23-1,EMB_STD,raw,3,0,0.0,0.0
23-1,EMB_STD,raw,4,22,6.8002722561359406,2.9999999999999996
23-1,EMB_STD,raw,5,70,26.21663579344749,18.0
23-1,EMB_STD,raw,6,123,53.52983847260475,43.0
23-1,EMB_STD,raw,7,372,187.7131470143795,178.0
23-1,EMB_STD,raw,8,448,253.93066084384918,240.0
23-1,EMB_STD,raw,9,472,299.449426651001,273.0
23-1,EMB_STD,raw,10,505,353.8269708752632,321.0
23-1,EMB_STD,raw,11,608,467.9672739505768,408.0
23-1,EMB_STD,raw,12,822,687.0752995014191,610.0
23-1,EMB_STD,raw,13,1384,1251.6442335247993,1171.0
23-1,EMB_STD,raw,14,18534,18376.172878444195,18221.0
23-1,EMB_STD,source_temperature,0,0,0.0,0.0
23-1,EMB_STD,source_temperature,1,0,0.0,0.0
23-1,EMB_STD,source_temperature,2,0,0.0,0.0
23-1,EMB_STD,source_temperature,3,18,4.54697579875708,1.0
23-1,EMB_STD,source_temperature,4,94,28.75055018316608,24.999999999999996
23-1,EMB_STD,source_temperature,5,203,75.16681049397553,72.0
23-1,EMB_STD,source_temperature,6,442,193.3995706739553,234.0
23-1,EMB_STD,source_temperature,7,757,378.57422730972195,425.0
23-1,EMB_STD,source_temperature,8,796,451.5330038322155,495.0
23-1,EMB_STD,source_temperature,9,850,538.7281653990344,627.0
23-1,EMB_STD,source_temperature,10,965,676.3618863479876,785.0
23-1,EMB_STD,source_temperature,11,1244,955.2414371899486,1089.0
23-1,EMB_STD,source_temperature,12,1959,1638.1082984784534,1822.0
23-1,EMB_STD,source_temperature,13,4011,3629.852288086373,3921.0
23-1,EMB_STD,source_temperature,14,12021,11660.868204592523,11990.0
23-1,P0,raw,0,0,0.0,0.0
23-1,P0,raw,1,0,0.0,0.0
23-1,P0,raw,2,0,0.0,0.0
23-1,P0,raw,3,5,1.17157107591629,2.0
23-1,P0,raw,4,29,8.954885572195053,8.0
23-1,P0,raw,5,83,30.9637970328331,25.0
23-1,P0,raw,6,158,68.97270828485489,63.0
23-1,P0,raw,7,408,205.84095537662506,205.99999999999997
23-1,P0,raw,8,440,249.74346882104874,218.0
23-1,P0,raw,9,502,318.65357583761215,287.0
23-1,P0,raw,10,594,416.0294560790062,379.0
23-1,P0,raw,11,681,523.0652815103531,474.0
23-1,P0,raw,12,875,730.7811758518219,673.0
23-1,P0,raw,13,1554,1406.3993868231773,1318.0
23-1,P0,raw,14,18031,17862.268247306347,17758.0
23-1,P0,source_temperature,0,0,0.0,0.0
23-1,P0,source_temperature,1,0,0.0,0.0
23-1,P0,source_temperature,2,1,0.1986193777689531,1.0
23-1,P0,source_temperature,3,16,3.900404577904807,4.0
23-1,P0,source_temperature,4,90,27.516849905963277,20.0
23-1,P0,source_temperature,5,203,75.56468204039032,82.0
23-1,P0,source_temperature,6,404,176.0624631468947,190.0
23-1,P0,source_temperature,7,671,336.08896312246947,345.0
23-1,P0,source_temperature,8,819,462.9971631712209,536.0
23-1,P0,source_temperature,9,822,521.7790381287905,570.0
23-1,P0,source_temperature,10,929,650.6518992674365,723.0
23-1,P0,source_temperature,11,1209,929.147279408812,1038.0
23-1,P0,source_temperature,12,1673,1397.8587759056309,1534.0
23-1,P0,source_temperature,13,3138,2838.917305347195,3022.0
23-1,P0,source_temperature,14,13385,13030.533241872938,13346.0
23-1,P2,raw,0,0,0.0,0.0
23-1,P2,raw,1,0,0.0,0.0
23-1,P2,raw,2,0,0.0,0.0
23-1,P2,raw,3,2,0.5055249333381652,0.0
23-1,P2,raw,4,7,2.0638831257820125,0.0
23-1,P2,raw,5,46,16.97605162858963,11.999999999999998
23-1,P2,raw,6,74,32.15673694014549,19.0
23-1,P2,raw,7,194,97.99827337265015,63.0
23-1,P2,raw,8,274,155.08568143844604,120.0
23-1,P2,raw,9,302,190.46019500494003,137.0
23-1,P2,raw,10,276,193.71618539094925,125.0
23-1,P2,raw,11,353,271.2038741707802,211.0
23-1,P2,raw,12,470,392.545671582222,293.0
23-1,P2,raw,13,708,639.9346808195114,513.0
23-1,P2,raw,14,20654,20575.67164170742,19878.0
23-1,P2,source_temperature,0,0,0.0,0.0
23-1,P2,source_temperature,1,0,0.0,0.0
23-1,P2,source_temperature,2,0,0.0,0.0
23-1,P2,source_temperature,3,24,5.935447751338409,1.0
23-1,P2,source_temperature,4,96,28.76605823235804,25.0
23-1,P2,source_temperature,5,174,64.01401801818471,48.0
23-1,P2,source_temperature,6,320,139.5082314842158,134.99999999999997
23-1,P2,source_temperature,7,573,287.31422958106043,267.0
23-1,P2,source_temperature,8,614,348.88507456105634,353.0
23-1,P2,source_temperature,9,616,389.8479963550811,428.0
23-1,P2,source_temperature,10,714,501.2927445651929,512.0
23-1,P2,source_temperature,11,989,759.3081159003666,819.0
23-1,P2,source_temperature,12,1427,1193.0582801155958,1242.0
23-1,P2,source_temperature,13,2999,2716.8552937203563,2845.0
23-1,P2,source_temperature,14,14814,14452.32282586986,14696.0
23-1,SAR_GN,raw,0,0,0.0,0.0
23-1,SAR_GN,raw,1,0,0.0,0.0
23-1,SAR_GN,raw,2,0,0.0,0.0
23-1,SAR_GN,raw,3,5,1.17157107591629,2.0
23-1,SAR_GN,raw,4,29,8.954885572195053,8.0
23-1,SAR_GN,raw,5,83,30.9637970328331,25.0
23-1,SAR_GN,raw,6,158,68.97270828485489,63.0
23-1,SAR_GN,raw,7,408,205.84095537662506,205.99999999999997
23-1,SAR_GN,raw,8,440,249.74346882104874,218.0
23-1,SAR_GN,raw,9,502,318.65357583761215,287.0
23-1,SAR_GN,raw,10,594,416.0294560790062,379.0
23-1,SAR_GN,raw,11,681,523.0652815103531,474.0
23-1,SAR_GN,raw,12,875,730.7811758518219,673.0
23-1,SAR_GN,raw,13,1554,1406.3993868231773,1318.0
23-1,SAR_GN,raw,14,18031,17862.268247306347,17758.0
23-1,SAR_GN,source_temperature,0,0,0.0,0.0
23-1,SAR_GN,source_temperature,1,0,0.0,0.0
23-1,SAR_GN,source_temperature,2,1,0.198618264077552,1.0
23-1,SAR_GN,source_temperature,3,16,3.900373439998918,4.0
23-1,SAR_GN,source_temperature,4,90,27.517092233047258,20.0
23-1,SAR_GN,source_temperature,5,203,75.56479906066218,82.0
23-1,SAR_GN,source_temperature,6,404,176.06238151631393,190.0
23-1,SAR_GN,source_temperature,7,671,336.0892678214941,345.0
23-1,SAR_GN,source_temperature,8,819,462.99846434018065,536.0
23-1,SAR_GN,source_temperature,9,822,521.7798564285407,570.0
23-1,SAR_GN,source_temperature,10,929,650.6532675681015,723.0
23-1,SAR_GN,source_temperature,11,1208,928.3519572889084,1037.0
23-1,SAR_GN,source_temperature,12,1674,1398.6638245875688,1535.0
23-1,SAR_GN,source_temperature,13,3137,2837.9857630970064,3021.0
23-1,SAR_GN,source_temperature,14,13386,13031.486906698881,13346.999999999998
23-1,T3A,raw,0,0,0.0,0.0
23-1,T3A,raw,1,0,0.0,0.0
23-1,T3A,raw,2,1,0.1923290342092514,0.0
23-1,T3A,raw,3,47,11.398696467280386,15.999999999999998
23-1,T3A,raw,4,179,55.16209879517555,58.99999999999999
23-1,T3A,raw,5,446,165.54085114598274,214.0
23-1,T3A,raw,6,814,354.8466347157955,476.0
23-1,T3A,raw,7,1190,595.754172027111,855.0
23-1,T3A,raw,8,1308,742.9503791928291,1067.0
23-1,T3A,raw,9,1608,1020.9668047428131,1451.0
23-1,T3A,raw,10,2009,1409.287159562111,1909.0
23-1,T3A,raw,11,2604,1999.6786694526672,2548.0
23-1,T3A,raw,12,3374,2816.419799745083,3353.0
23-1,T3A,raw,13,4821,4350.7905314564705,4809.0
23-1,T3A,raw,14,4959,4749.403766512871,4959.0
23-1,T3A,source_temperature,0,0,0.0,0.0
23-1,T3A,source_temperature,1,0,0.0,0.0
23-1,T3A,source_temperature,2,0,0.0,0.0
23-1,T3A,source_temperature,3,15,3.7031678273014497,4.0
23-1,T3A,source_temperature,4,38,11.585264607902722,14.0
23-1,T3A,source_temperature,5,142,52.62824844163574,43.0
23-1,T3A,source_temperature,6,293,127.78260259712857,132.0
23-1,T3A,source_temperature,7,563,282.45644573802076,309.0
23-1,T3A,source_temperature,8,642,364.86387401316654,391.0
23-1,T3A,source_temperature,9,722,457.8044316886287,510.0
23-1,T3A,source_temperature,10,883,617.9909356280677,695.0
23-1,T3A,source_temperature,11,1118,859.5632175283739,948.0
23-1,T3A,source_temperature,12,1679,1404.8989986335,1544.0
23-1,T3A,source_temperature,13,2954,2671.299584584576,2862.0
23-1,T3A,source_temperature,14,14311,14027.599506014005,14264.0
23-3,EMB_STD,raw,0,0,0.0,0.0
23-3,EMB_STD,raw,1,0,0.0,0.0
23-3,EMB_STD,raw,2,0,0.0,0.0
23-3,EMB_STD,raw,3,11,2.72871333360672,2.0
23-3,EMB_STD,raw,4,77,23.74885967373848,21.0
23-3,EMB_STD,raw,5,192,70.64373672008514,62.0
23-3,EMB_STD,raw,6,288,125.31056487560272,84.0
23-3,EMB_STD,raw,7,447,223.50477439165115,184.0
23-3,EMB_STD,raw,8,481,272.6375040411949,199.0
23-3,EMB_STD,raw,9,409,258.5671040415764,196.0
23-3,EMB_STD,raw,10,456,319.0450410246849,234.0
23-3,EMB_STD,raw,11,496,380.8281372189522,310.0
23-3,EMB_STD,raw,12,583,486.46193075180054,395.0
23-3,EMB_STD,raw,13,880,794.5940348505974,674.0
23-3,EMB_STD,raw,14,19040,18934.400354862213,18678.0
23-3,EMB_STD,source_temperature,0,0,0.0,0.0
23-3,EMB_STD,source_temperature,1,0,0.0,0.0
23-3,EMB_STD,source_temperature,2,2,0.39851430123456666,0.0
23-3,EMB_STD,source_temperature,3,108,26.690385984114297,30.999999999999996
23-3,EMB_STD,source_temperature,4,415,125.9116787879171,127.99999999999999
23-3,EMB_STD,source_temperature,5,614,224.8112353947211,228.99999999999997
23-3,EMB_STD,source_temperature,6,710,307.35843598383025,315.0
23-3,EMB_STD,source_temperature,7,698,348.60747567830066,372.0
23-3,EMB_STD,source_temperature,8,633,358.03207866029646,411.0
23-3,EMB_STD,source_temperature,9,646,409.70712913620406,473.0
23-3,EMB_STD,source_temperature,10,758,531.2995275724819,611.0
23-3,EMB_STD,source_temperature,11,1011,778.3185035377779,903.0
23-3,EMB_STD,source_temperature,12,1993,1671.7656023681134,1895.0
23-3,EMB_STD,source_temperature,13,4892,4432.505850826963,4823.0
23-3,EMB_STD,source_temperature,14,10880,10520.70003459443,10848.0
23-3,P0,raw,0,0,0.0,0.0
23-3,P0,raw,1,0,0.0,0.0
23-3,P0,raw,2,0,0.0,0.0
23-3,P0,raw,3,15,3.769758209586143,1.0
23-3,P0,raw,4,114,34.98204493522644,36.0
23-3,P0,raw,5,246,90.67119202017784,56.0
23-3,P0,raw,6,388,168.8167105615139,117.99999999999997
23-3,P0,raw,7,536,269.88951525092125,195.0
23-3,P0,raw,8,534,302.8615718483925,209.0
23-3,P0,raw,9,569,360.04719346761703,233.0
23-3,P0,raw,10,525,367.672171831131,252.0
23-3,P0,raw,11,600,459.92136031389236,335.0
23-3,P0,raw,12,638,532.8841792941093,380.0
23-3,P0,raw,13,928,838.1393731832504,664.0
23-3,P0,raw,14,18267,18167.305068016052,17798.0
23-3,P0,source_temperature,0,0,0.0,0.0
23-3,P0,source_temperature,1,0,0.0,0.0
23-3,P0,source_temperature,2,1,0.1875270297928859,0.0
23-3,P0,source_temperature,3,150,37.158590139781744,38.0
23-3,P0,source_temperature,4,468,141.6191535218385,122.99999999999999
23-3,P0,source_temperature,5,754,277.4315863576943,255.0
23-3,P0,source_temperature,6,826,358.7987407057946,328.0
23-3,P0,source_temperature,7,837,418.20589880270666,390.0
23-3,P0,source_temperature,8,685,387.63892280330134,385.0
23-3,P0,source_temperature,9,653,412.76270446083606,420.0
23-3,P0,source_temperature,10,717,502.587240764173,526.0
23-3,P0,source_temperature,11,847,650.7640159376654,687.0
23-3,P0,source_temperature,12,1295,1083.1975408772369,1160.0
23-3,P0,source_temperature,13,3488,3166.0180350904507,3380.0
23-3,P0,source_temperature,14,12639,12264.973177954096,12585.0
23-3,P2,raw,0,0,0.0,0.0
23-3,P2,raw,1,0,0.0,0.0
23-3,P2,raw,2,0,0.0,0.0
23-3,P2,raw,3,9,2.202135294675827,0.9999999999999996
23-3,P2,raw,4,76,23.28959721326828,23.0
23-3,P2,raw,5,185,68.77245551347733,58.0
23-3,P2,raw,6,296,128.91539588570595,87.99999999999999
23-3,P2,raw,7,457,228.9641549885273,157.0
23-3,P2,raw,8,471,266.92553448677063,179.99999999999997
23-3,P2,raw,9,495,313.04489344358444,206.99999999999997
23-3,P2,raw,10,485,339.7489506006241,204.0
23-3,P2,raw,11,514,394.2210112810135,244.0
23-3,P2,raw,12,647,539.8753010630608,330.0
23-3,P2,raw,13,871,786.5109555721283,499.0
23-3,P2,raw,14,18854,18776.25268781185,18077.0
23-3,P2,source_temperature,0,0,0.0,0.0
23-3,P2,source_temperature,1,0,0.0,0.0
23-3,P2,source_temperature,2,3,0.5812325446880424,0.0
23-3,P2,source_temperature,3,128,31.63858166430657,33.0
23-3,P2,source_temperature,4,436,132.59904340957257,141.0
23-3,P2,source_temperature,5,672,246.79574466930904,225.99999999999997
23-3,P2,source_temperature,6,802,348.49034925828084,320.0
23-3,P2,source_temperature,7,802,400.60627096705963,333.0
23-3,P2,source_temperature,8,731,414.3775085686053,372.0
23-3,P2,source_temperature,9,679,430.3085970585879,391.0
23-3,P2,source_temperature,10,706,494.2847130832133,429.0
23-3,P2,source_temperature,11,750,575.7835091479316,543.0
23-3,P2,source_temperature,12,1053,878.691676879479,891.0
23-3,P2,source_temperature,13,2221,2011.6647599669557,2059.0000000000005
23-3,P2,source_temperature,14,14377,14045.734231937178,14330.0
23-3,SAR_GN,raw,0,0,0.0,0.0
23-3,SAR_GN,raw,1,0,0.0,0.0
23-3,SAR_GN,raw,2,0,0.0,0.0
23-3,SAR_GN,raw,3,15,3.769758209586143,1.0
23-3,SAR_GN,raw,4,114,34.98204493522644,36.0
23-3,SAR_GN,raw,5,246,90.67119202017784,56.0
23-3,SAR_GN,raw,6,388,168.8167105615139,117.99999999999997
23-3,SAR_GN,raw,7,536,269.88951525092125,195.0
23-3,SAR_GN,raw,8,534,302.8615718483925,209.0
23-3,SAR_GN,raw,9,569,360.04719346761703,233.0
23-3,SAR_GN,raw,10,525,367.672171831131,252.0
23-3,SAR_GN,raw,11,600,459.92136031389236,335.0
23-3,SAR_GN,raw,12,638,532.8841792941093,380.0
23-3,SAR_GN,raw,13,928,838.1393731832504,664.0
23-3,SAR_GN,raw,14,18267,18167.305068016052,17798.0
23-3,SAR_GN,source_temperature,0,0,0.0,0.0
23-3,SAR_GN,source_temperature,1,0,0.0,0.0
23-3,SAR_GN,source_temperature,2,1,0.1875236704406997,0.0
23-3,SAR_GN,source_temperature,3,150,37.15797894663027,38.0
23-3,SAR_GN,source_temperature,4,468,141.61613122864892,122.99999999999999
23-3,SAR_GN,source_temperature,5,754,277.42502324974834,255.0
23-3,SAR_GN,source_temperature,6,827,359.2565721515709,329.0
23-3,SAR_GN,source_temperature,7,836,417.7282220433617,389.0
23-3,SAR_GN,source_temperature,8,685,387.6289776628554,385.0
23-3,SAR_GN,source_temperature,9,653,412.75216373900014,420.0
23-3,SAR_GN,source_temperature,10,717,502.5740419018485,526.0
23-3,SAR_GN,source_temperature,11,847,650.7484526764163,687.0
23-3,SAR_GN,source_temperature,12,1296,1084.0378655500651,1161.0
23-3,SAR_GN,source_temperature,13,3488,3166.019575243252,3380.0
23-3,SAR_GN,source_temperature,14,12638,12263.959267578994,12584.0
23-3,T3A,raw,0,0,0.0,0.0
23-3,T3A,raw,1,0,0.0,0.0
23-3,T3A,raw,2,0,0.0,0.0
23-3,T3A,raw,3,67,16.65348508954048,18.0
23-3,T3A,raw,4,347,105.5719947218895,109.0
