protocol,seed,method,bounds,receiver_count,role,source_nll_after,source_nll_before,target_labels_used,temperature
receiver_loso_23,3829,P2,"[0.05, 20]",3,source_validation,0.5826481586206486,0.7534234432607408,False,2.018222624217778
receiver_loso_23,3829,T3A,"[0.05, 20]",3,source_validation,0.550260591232501,0.643501542888664,False,0.5764693470692457
receiver_loso_23,3829,EMB_STD,"[0.05, 20]",3,source_validation,0.5898599685142686,0.6962693586195835,False,1.7404999630782803
receiver_loso_23,3829,SAR_GN,"[0.05, 20]",3,source_validation,0.635228872732107,0.7288640655990237,False,1.657752036413381
receiver_loso_23,4829,P0,"[0.05, 20]",3,source_validation,0.48491298212548606,0.5569587597804343,False,1.618491322170569
receiver_loso_23,4829,P2,"[0.05, 20]",3,source_validation,0.6558124915430515,0.8551493364579992,False,2.032751226840729
receiver_loso_23,4829,T3A,"[0.05, 20]",3,source_validation,0.41713936126374235,0.4742571177226486,False,0.6397720676615064
receiver_loso_23,4829,EMB_STD,"[0.05, 20]",3,source_validation,0.4770779247877818,0.5782150629455155,False,1.7746194741032033
receiver_loso_23,4829,SAR_GN,"[0.05, 20]",3,source_validation,0.48491298212548606,0.5569587597804343,False,1.618491322170569
receiver_loso_24,829,P0,"[0.05, 20]",3,source_validation,0.2762021641527853,0.280229602217903,False,1.1562644597327343
receiver_loso_24,829,P2,"[0.05, 20]",3,source_validation,0.3529065546443735,0.41024180788292197,False,1.6869222577412855
receiver_loso_24,829,T3A,"[0.05, 20]",3,source_validation,0.26115690778315065,0.3739263046435805,False,0.5121034717968423
receiver_loso_24,829,EMB_STD,"[0.05, 20]",3,source_validation,0.2605953005169947,0.26926924509432953,False,1.2421740382524609
receiver_loso_24,829,SAR_GN,"[0.05, 20]",3,source_validation,0.2762021641527853,0.280229602217903,False,1.1562644597327343
receiver_loso_24,1829,P0,"[0.05, 20]",3,source_validation,0.3267707069740163,0.35415773011227136,False,1.4349523779924664
receiver_loso_24,1829,P2,"[0.05, 20]",3,source_validation,0.33559073326478756,0.3696240144144633,False,1.539778657531535
receiver_loso_24,1829,T3A,"[0.05, 20]",3,source_validation,0.3032040032609842,0.37516290523742457,False,0.5882549291714243
receiver_loso_24,1829,EMB_STD,"[0.05, 20]",3,source_validation,0.3244524839814949,0.3738485638081799,False,1.6055569685954543
receiver_loso_24,1829,SAR_GN,"[0.05, 20]",3,source_validation,0.3267707069740163,0.35415773011227136,False,1.4349523779924664
receiver_loso_24,2829,P0,"[0.05, 20]",3,source_validation,0.2636531420308022,0.27389953661989,False,1.2687298063959764
receiver_loso_24,2829,P2,"[0.05, 20]",3,source_validation,0.33259534572161925,0.3809194760959236,False,1.6453772478335704
receiver_loso_24,2829,T3A,"[0.05, 20]",3,source_validation,0.2403111240482123,0.3033470622470136,False,0.6158654114584347
receiver_loso_24,2829,EMB_STD,"[0.05, 20]",3,source_validation,0.2566937952844596,0.2769286658507936,False,1.390738539825211
receiver_loso_24,2829,SAR_GN,"[0.05, 20]",3,source_validation,0.2636531420308022,0.27389953661989,False,1.2687298063959764
receiver_loso_24,3829,P0,"[0.05, 20]",3,source_validation,0.434418254215401,0.4999240342999797,False,1.635778377540987
receiver_loso_24,3829,P2,"[0.05, 20]",3,source_validation,0.34107872769120734,0.40793539235331727,False,1.775041009206862
receiver_loso_24,3829,T3A,"[0.05, 20]",3,source_validation,0.3706308150364546,0.4441874803793933,False,0.5986120319888554
receiver_loso_24,3829,EMB_STD,"[0.05, 20]",3,source_validation,0.4157518825455188,0.49774177533734393,False,1.752993394099483
receiver_loso_24,3829,SAR_GN,"[0.05, 20]",3,source_validation,0.434418254215401,0.4999240342999797,False,1.635778377540987
receiver_loso_24,4829,P0,"[0.05, 20]",3,source_validation,0.2560441162376775,0.268664681165896,False,1.3076447824061932
receiver_loso_24,4829,P2,"[0.05, 20]",3,source_validation,0.3004406373060929,0.34869293517802774,False,1.7196926827915247
receiver_loso_24,4829,T3A,"[0.05, 20]",3,source_validation,0.27768945808085593,0.3354169438163215,False,0.638008235326313
receiver_loso_24,4829,EMB_STD,"[0.05, 20]",3,source_validation,0.2699310764395369,0.3051747682312705,False,1.5217496788537632
receiver_loso_24,4829,SAR_GN,"[0.05, 20]",3,source_validation,0.2560441162376775,0.268664681165896,False,1.3076447824061932
receiver_loso_25,829,P0,"[0.05, 20]",3,source_validation,0.41534025404304825,0.4943873669569971,False,1.6472422097454753
receiver_loso_25,829,P2,"[0.05, 20]",3,source_validation,0.4253045774784003,0.6134953031090972,False,2.1974577211513804
receiver_loso_25,829,T3A,"[0.05, 20]",3,source_validation,0.3282901944241126,0.36957516302745425,False,0.6752050778832457
receiver_loso_25,829,EMB_STD,"[0.05, 20]",3,source_validation,0.36749329610041065,0.4325986841356364,False,1.607778954185003
receiver_loso_25,829,SAR_GN,"[0.05, 20]",3,source_validation,0.41534025404304825,0.4943873669569971,False,1.6472422097454753
receiver_loso_25,1829,P0,"[0.05, 20]",3,source_validation,0.3277103736738631,0.3461155621314314,False,1.3183602560853793
receiver_loso_25,1829,P2,"[0.05, 20]",3,source_validation,0.38233778653404116,0.5332780659025903,False,2.1268493239293043
receiver_loso_25,1829,T3A,"[0.05, 20]",3,source_validation,0.28008049921900663,0.3605949462213056,False,0.5694598708754927
receiver_loso_25,1829,EMB_STD,"[0.05, 20]",3,source_validation,0.3289829438608034,0.36065029742827326,False,1.4348702110108316
receiver_loso_25,1829,SAR_GN,"[0.05, 20]",3,source_validation,0.3277103736738631,0.3461155621314314,False,1.3183602560853793
receiver_loso_25,2829,P0,"[0.05, 20]",3,source_validation,0.3954181102379242,0.4625025815302357,False,1.6203272430266795
receiver_loso_25,2829,P2,"[0.05, 20]",3,source_validation,0.41804494538330156,0.6141242263369844,False,2.206118978678542
receiver_loso_25,2829,T3A,"[0.05, 20]",3,source_validation,0.3050521112312485,0.36575904670494225,False,0.6226101221526891
receiver_loso_25,2829,EMB_STD,"[0.05, 20]",3,source_validation,0.3717174166691384,0.44253759057481584,False,1.660259021272382
receiver_loso_25,2829,SAR_GN,"[0.05, 20]",3,source_validation,0.3955639401679118,0.4628554736008233,False,1.621199924939719
receiver_loso_25,3829,P0,"[0.05, 20]",3,source_validation,0.42562343756865656,0.5008999977951599,False,1.6406218451783652
receiver_loso_25,3829,P2,"[0.05, 20]",3,source_validation,0.3458371411723425,0.423340338306701,False,1.7590235636510745
receiver_loso_25,3829,T3A,"[0.05, 20]",3,source_validation,0.39047338337908616,0.44305624832389073,False,0.658191735516277
receiver_loso_25,3829,EMB_STD,"[0.05, 20]",3,source_validation,0.40315165731776087,0.48321834518041507,False,1.686193402484002
receiver_loso_25,3829,SAR_GN,"[0.05, 20]",3,source_validation,0.42562343756865656,0.5008999977951599,False,1.6406218451783652
receiver_loso_25,4829,P0,"[0.05, 20]",3,source_validation,0.4494863253628956,0.5110349340241099,False,1.5463597912318456
receiver_loso_25,4829,P2,"[0.05, 20]",3,source_validation,0.4494145354035253,0.5978043746708556,False,1.9773530611200387
receiver_loso_25,4829,T3A,"[0.05, 20]",3,source_validation,0.3956383272155819,0.45742977483873554,False,0.638181071839373
receiver_loso_25,4829,EMB_STD,"[0.05, 20]",3,source_validation,0.4284442577640098,0.512829463776243,False,1.6669314317512811
receiver_loso_25,4829,SAR_GN,"[0.05, 20]",3,source_validation,0.4494863253628956,0.5110349340241099,False,1.5463597912318456
receiver_loso_26,829,P0,"[0.05, 20]",3,source_validation,0.6502073647896681,0.797120630246919,False,1.817328851687779
receiver_loso_26,829,P2,"[0.05, 20]",3,source_validation,0.5817525115502041,0.9330155558938337,False,2.6092535079951733
receiver_loso_26,829,T3A,"[0.05, 20]",3,source_validation,0.5473489379084854,0.5671400369578596,False,0.7918388638543217
receiver_loso_26,829,EMB_STD,"[0.05, 20]",3,source_validation,0.5999805876462817,0.763489586923226,False,1.9214845244092862
receiver_loso_26,829,SAR_GN,"[0.05, 20]",3,source_validation,0.65010688198733,0.7969864165752715,False,1.817216076459988
receiver_loso_26,1829,P0,"[0.05, 20]",3,source_validation,0.6487637524723452,0.7723864234087392,False,1.7525140626624185
receiver_loso_26,1829,P2,"[0.05, 20]",3,source_validation,0.6876955205417236,0.9277210232602585,False,2.215727560096779
receiver_loso_26,1829,T3A,"[0.05, 20]",3,source_validation,0.5337654659700367,0.5608455877790012,False,0.7582556135863551
receiver_loso_26,1829,EMB_STD,"[0.05, 20]",3,source_validation,0.5947563522590504,0.7349951479732283,False,1.8562948854040626
receiver_loso_26,1829,SAR_GN,"[0.05, 20]",3,source_validation,0.6487637524723452,0.7723864234087392,False,1.7525140626624185
receiver_loso_26,2829,P0,"[0.05, 20]",3,source_validation,0.5696407979755143,0.6509461202627752,False,1.6158510409130293
receiver_loso_26,2829,P2,"[0.05, 20]",3,source_validation,0.6042675998733885,0.7989771059136581,False,2.1226231876655794
receiver_loso_26,2829,T3A,"[0.05, 20]",3,source_validation,0.49754456665428237,0.529761512178505,False,0.729630803750869
receiver_loso_26,2829,EMB_STD,"[0.05, 20]",3,source_validation,0.5417338947530627,0.6444540985341362,False,1.7341436122241662
receiver_loso_26,2829,SAR_GN,"[0.05, 20]",3,source_validation,0.5696407979755143,0.6509461202627752,False,1.6158510409130293
receiver_loso_26,3829,P0,"[0.05, 20]",3,source_validation,0.6994359799715708,0.8492904689799413,False,1.8259548351953059
receiver_loso_26,3829,P2,"[0.05, 20]",3,source_validation,0.5869947881906495,0.764898057720063,False,2.0383967468993527
receiver_loso_26,3829,T3A,"[0.05, 20]",3,source_validation,0.6557164246266848,0.6757146250241121,False,0.7965161762440834
receiver_loso_26,3829,EMB_STD,"[0.05, 20]",3,source_validation,0.6404856831107627,0.8263895988841261,False,1.970951109868697
receiver_loso_26,3829,SAR_GN,"[0.05, 20]",3,source_validation,0.6997728550373822,0.8500611704953918,False,1.827169618724805
receiver_loso_26,4829,P0,"[0.05, 20]",3,source_validation,0.601114415881271,0.7114352309175564,False,1.7253150141049336
receiver_loso_26,4829,P2,"[0.05, 20]",3,source_validation,0.7174860464868241,1.0327252526623394,False,2.4158180147119004
receiver_loso_26,4829,T3A,"[0.05, 20]",3,source_validation,0.5109763191838818,0.5486208966115133,False,0.7218495534124425
receiver_loso_26,4829,EMB_STD,"[0.05, 20]",3,source_validation,0.5306454359968122,0.6377503160628355,False,1.7618609739292246
receiver_loso_26,4829,SAR_GN,"[0.05, 20]",3,source_validation,0.601114415881271,0.7114352309175564,False,1.7253150141049336
receiver_loso_27,829,P0,"[0.05, 20]",3,source_validation,0.3559918134249522,0.38225192905202565,False,1.3769310963194081
receiver_loso_27,829,P2,"[0.05, 20]",3,source_validation,0.3509789232402703,0.386615023206903,False,1.4581763604487987
receiver_loso_27,829,T3A,"[0.05, 20]",3,source_validation,0.30273976819307663,0.372194554946444,False,0.5916232899136027
receiver_loso_27,829,EMB_STD,"[0.05, 20]",3,source_validation,0.3094714612724196,0.331353778987739,False,1.3562175648033632
receiver_loso_27,829,SAR_GN,"[0.05, 20]",3,source_validation,0.3559918134249522,0.38225192905202565,False,1.3769310963194081
receiver_loso_27,1829,P0,"[0.05, 20]",3,source_validation,0.3038789851644612,0.35266918092252536,False,1.5906367659633929
receiver_loso_27,1829,P2,"[0.05, 20]",3,source_validation,0.3326251789907118,0.4128247877192217,False,1.8626280759148581
receiver_loso_27,1829,T3A,"[0.05, 20]",3,source_validation,0.290497780170539,0.3067279227683637,False,0.7874414631123171
receiver_loso_27,1829,EMB_STD,"[0.05, 20]",3,source_validation,0.28715667415683466,0.33851811756858424,False,1.6153175725398832
receiver_loso_27,1829,SAR_GN,"[0.05, 20]",3,source_validation,0.3038789851644612,0.35266918092252536,False,1.5906367659633929
receiver_loso_27,2829,P0,"[0.05, 20]",3,source_validation,0.3123281268558055,0.3396296711870906,False,1.403282673252358
receiver_loso_27,2829,P2,"[0.05, 20]",3,source_validation,0.3098708797793884,0.38736953238749977,False,1.8459257607345683
receiver_loso_27,2829,T3A,"[0.05, 20]",3,source_validation,0.2789813469569758,0.3211799976307342,False,0.6738298089019804
receiver_loso_27,2829,EMB_STD,"[0.05, 20]",3,source_validation,0.2832839139881383,0.30433418364885007,False,1.3542510119978401
receiver_loso_27,2829,SAR_GN,"[0.05, 20]",3,source_validation,0.3123281268558055,0.3396296711870906,False,1.403282673252358
receiver_loso_27,3829,P0,"[0.05, 20]",3,source_validation,0.38739187301514216,0.46131698505962476,False,1.6931570968911047
receiver_loso_27,3829,P2,"[0.05, 20]",3,source_validation,0.3430081862466199,0.45405933799467996,False,2.01853440837429
receiver_loso_27,3829,T3A,"[0.05, 20]",3,source_validation,0.3494130504031044,0.411575289089172,False,0.6055702404150519
receiver_loso_27,3829,EMB_STD,"[0.05, 20]",3,source_validation,0.37704537183368164,0.46305365734449283,False,1.7555735393796859
receiver_loso_27,3829,SAR_GN,"[0.05, 20]",3,source_validation,0.38739187301514216,0.46131698505962476,False,1.6931570968911047
receiver_loso_27,4829,P0,"[0.05, 20]",3,source_validation,0.2941475797721635,0.3215936808035276,False,1.4282041054562706
receiver_loso_27,4829,P2,"[0.05, 20]",3,source_validation,0.32081641856034787,0.43295666740963323,False,2.053698277938291
receiver_loso_27,4829,T3A,"[0.05, 20]",3,source_validation,0.2847779026036513,0.33300001541301893,False,0.6546530796405479
receiver_loso_27,4829,EMB_STD,"[0.05, 20]",3,source_validation,0.28114996013797006,0.3157183276018761,False,1.4873515323396136
receiver_loso_27,4829,SAR_GN,"[0.05, 20]",3,source_validation,0.2941475797721635,0.3215936808035276,False,1.4282041054562706
receiver_loso_28,829,P0,"[0.05, 20]",3,source_validation,0.44183649191754665,0.48206579276019146,False,1.4563317779319478
receiver_loso_28,829,P2,"[0.05, 20]",3,source_validation,0.40820665178482934,0.5133303077886398,False,1.883672616097407
receiver_loso_28,829,T3A,"[0.05, 20]",3,source_validation,0.39626524745489666,0.46299760617321845,False,0.6163042369327275
receiver_loso_28,829,EMB_STD,"[0.05, 20]",3,source_validation,0.44783790335564855,0.5108737871507493,False,1.5927328998508894
receiver_loso_28,829,SAR_GN,"[0.05, 20]",3,source_validation,0.44183649191754665,0.48206579276019146,False,1.4563317779319478
receiver_loso_28,1829,P0,"[0.05, 20]",3,source_validation,0.3545390153202644,0.3853838074710983,False,1.4309100955469576
